PAIS,ANO,DEWEY PRINCIPAL,DECILE_LABEL,DECILE_ORDER,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES
Chile,2023,TODOS,Larga Cola,10,RUSO,1,1.0,0.0,17
Chile,2023,TODOS,Top 10% (Grandes Motores),1,ALEMÁN,23,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,CHINO,4,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,ESPAÑOL,27,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,FRANCÉS,21,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,GRIEGO,6,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,INGLÉS,164,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,ITALIANO,3,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,JAPONÉS,5,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,NEERLANDÉS,1,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,PORTUGUÉS,5,16.44,22.78,16
Chile,2023,TODOS,Top 10% (Grandes Motores),1,RUSO,4,16.44,22.78,16
Chile,2024,0 - Generalidades,10% - 20%,2,INGLÉS,4,4.0,0.0,1
Chile,2024,0 - Generalidades,30% - 40%,4,ALEMÁN,1,1.0,0.0,1
Chile,2024,0 - Generalidades,40% - 50%,5,ESPAÑOL,1,1.0,0.0,1
Chile,2024,0 - Generalidades,70% - 80%,8,POLACO,1,1.0,0.0,1
Chile,2024,0 - Generalidades,80% - 90%,9,INGLÉS,1,1.0,0.0,1
Chile,2024,0 - Generalidades,Top 10% (Grandes Motores),1,INGLÉS,5,3.5,2.12,2
Chile,2024,0 - Generalidades,Top 10% (Grandes Motores),1,PORTUGUÉS,2,3.5,2.12,2
Chile,2024,100 - Filosofía y psicología,10% - 20%,2,ALEMÁN,4,2.5,0.71,2
Chile,2024,100 - Filosofía y psicología,10% - 20%,2,FRANCÉS,1,2.5,0.71,2
Chile,2024,100 - Filosofía y psicología,20% - 30%,3,ALEMÁN,1,1.83,0.98,6
Chile,2024,100 - Filosofía y psicología,20% - 30%,3,ESPAÑOL,1,1.83,0.98,6
Chile,2024,100 - Filosofía y psicología,20% - 30%,3,FRANCÉS,3,1.83,0.98,6
Chile,2024,100 - Filosofía y psicología,20% - 30%,3,INGLÉS,3,1.83,0.98,6
Chile,2024,100 - Filosofía y psicología,20% - 30%,3,ITALIANO,1,1.83,0.98,6
Chile,2024,100 - Filosofía y psicología,20% - 30%,3,PORTUGUÉS,2,1.83,0.98,6
Chile,2024,100 - Filosofía y psicología,30% - 40%,4,ESPAÑOL,2,2.0,0.0,1
Chile,2024,100 - Filosofía y psicología,40% - 50%,5,ALEMÁN,2,1.67,0.58,3
Chile,2024,100 - Filosofía y psicología,40% - 50%,5,FRANCÉS,1,1.67,0.58,3
Chile,2024,100 - Filosofía y psicología,40% - 50%,5,INGLÉS,1,1.67,0.58,3
Chile,2024,100 - Filosofía y psicología,40% - 50%,5,ITALIANO,1,1.67,0.58,3
Chile,2024,100 - Filosofía y psicología,50% - 60%,6,CHINO,1,1.0,0.0,3
Chile,2024,100 - Filosofía y psicología,50% - 60%,6,ESPAÑOL,1,1.0,0.0,3
Chile,2024,100 - Filosofía y psicología,50% - 60%,6,INGLÉS,1,1.0,0.0,3
Chile,2024,100 - Filosofía y psicología,60% - 70%,7,FRANCÉS,1,1.0,0.0,2
Chile,2024,100 - Filosofía y psicología,60% - 70%,7,INGLÉS,1,1.0,0.0,2
Chile,2024,100 - Filosofía y psicología,70% - 80%,8,INGLÉS,1,1.0,0.0,1
Chile,2024,100 - Filosofía y psicología,80% - 90%,9,FRANCÉS,1,1.0,0.0,2
Chile,2024,100 - Filosofía y psicología,80% - 90%,9,ITALIANO,1,1.0,0.0,2
Chile,2024,100 - Filosofía y psicología,Larga Cola,10,ALEMÁN,1,1.0,0.0,5
Chile,2024,100 - Filosofía y psicología,Larga Cola,10,ESPAÑOL,2,1.0,0.0,5
Chile,2024,100 - Filosofía y psicología,Larga Cola,10,FRANCÉS,1,1.0,0.0,5
Chile,2024,100 - Filosofía y psicología,Larga Cola,10,INGLÉS,1,1.0,0.0,5
Chile,2024,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,ALEMÁN,2,1.88,1.73,8
Chile,2024,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,ESPAÑOL,2,1.88,1.73,8
Chile,2024,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,FRANCÉS,3,1.88,1.73,8
Chile,2024,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,INGLÉS,8,1.88,1.73,8
Chile,2024,200 - Religión,10% - 20%,2,INGLÉS,5,5.0,0.0,1
Chile,2024,200 - Religión,40% - 50%,5,INGLÉS,3,1.5,0.71,2
Chile,2024,200 - Religión,50% - 60%,6,FRANCÉS,1,1.0,0.0,2
Chile,2024,200 - Religión,50% - 60%,6,INGLÉS,1,1.0,0.0,2
Chile,2024,200 - Religión,60% - 70%,7,INGLÉS,1,1.0,0.0,1
Chile,2024,200 - Religión,70% - 80%,8,ALEMÁN,1,1.0,0.0,2
Chile,2024,200 - Religión,70% - 80%,8,FRANCÉS,1,1.0,0.0,2
Chile,2024,200 - Religión,80% - 90%,9,ESPAÑOL,1,1.0,0.0,3
Chile,2024,200 - Religión,80% - 90%,9,INGLÉS,2,1.0,0.0,3
Chile,2024,200 - Religión,Larga Cola,10,FRANCÉS,1,1.0,0.0,2
Chile,2024,200 - Religión,Larga Cola,10,ÁRABE,1,1.0,0.0,2
Chile,2024,200 - Religión,Top 10% (Grandes Motores),1,INGLÉS,1,1.0,0.0,1
Chile,2024,300 - Ciencias sociales,10% - 20%,2,ALEMÁN,4,2.67,1.53,3
Chile,2024,300 - Ciencias sociales,10% - 20%,2,ESPAÑOL,1,2.67,1.53,3
Chile,2024,300 - Ciencias sociales,10% - 20%,2,FRANCÉS,1,2.67,1.53,3
Chile,2024,300 - Ciencias sociales,10% - 20%,2,INGLÉS,2,2.67,1.53,3
Chile,2024,300 - Ciencias sociales,20% - 30%,3,INGLÉS,3,1.67,1.15,3
Chile,2024,300 - Ciencias sociales,20% - 30%,3,ITALIANO,2,1.67,1.15,3
Chile,2024,300 - Ciencias sociales,30% - 40%,4,ESPAÑOL,1,2.0,0.0,2
Chile,2024,300 - Ciencias sociales,30% - 40%,4,INGLÉS,3,2.0,0.0,2
Chile,2024,300 - Ciencias sociales,40% - 50%,5,ESPAÑOL,1,1.5,0.71,2
Chile,2024,300 - Ciencias sociales,40% - 50%,5,FRANCÉS,1,1.5,0.71,2
Chile,2024,300 - Ciencias sociales,40% - 50%,5,INGLÉS,1,1.5,0.71,2
Chile,2024,300 - Ciencias sociales,50% - 60%,6,CHINO,1,1.0,0.0,3
Chile,2024,300 - Ciencias sociales,50% - 60%,6,ESPAÑOL,1,1.0,0.0,3
Chile,2024,300 - Ciencias sociales,50% - 60%,6,INGLÉS,1,1.0,0.0,3
Chile,2024,300 - Ciencias sociales,60% - 70%,7,ESPAÑOL,1,1.0,0.0,1
Chile,2024,300 - Ciencias sociales,70% - 80%,8,FRANCÉS,1,1.0,0.0,1
Chile,2024,300 - Ciencias sociales,Larga Cola,10,FRANCÉS,1,1.0,0.0,1
Chile,2024,300 - Ciencias sociales,Top 10% (Grandes Motores),1,ESPAÑOL,4,4.0,2.35,5
Chile,2024,300 - Ciencias sociales,Top 10% (Grandes Motores),1,FRANCÉS,4,4.0,2.35,5
Chile,2024,300 - Ciencias sociales,Top 10% (Grandes Motores),1,INGLÉS,10,4.0,2.35,5
Chile,2024,300 - Ciencias sociales,Top 10% (Grandes Motores),1,PORTUGUÉS,1,4.0,2.35,5
Chile,2024,300 - Ciencias sociales,Top 10% (Grandes Motores),1,ÁRABE,1,4.0,2.35,5
Chile,2024,400 - Lenguas,20% - 30%,3,FRANCÉS,3,3.0,0.0,1
Chile,2024,500 - Ciencias naturales y matemáticas,10% - 20%,2,ALEMÁN,1,2.0,0.0,1
Chile,2024,500 - Ciencias naturales y matemáticas,10% - 20%,2,ESPAÑOL,1,2.0,0.0,1
Chile,2024,500 - Ciencias naturales y matemáticas,20% - 30%,3,ESPAÑOL,3,3.0,0.0,1
Chile,2024,500 - Ciencias naturales y matemáticas,40% - 50%,5,ESPAÑOL,2,2.0,0.0,1
Chile,2024,500 - Ciencias naturales y matemáticas,50% - 60%,6,ESPAÑOL,1,1.0,0.0,1
Chile,2024,500 - Ciencias naturales y matemáticas,70% - 80%,8,ESPAÑOL,2,1.0,0.0,2
Chile,2024,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,INGLÉS,13,6.5,7.78,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,ESPAÑOL,2,1.5,0.71,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,INGLÉS,1,1.5,0.71,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,ESPAÑOL,4,2.0,0.0,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),40% - 50%,5,ESPAÑOL,3,1.5,0.71,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),60% - 70%,7,INGLÉS,1,1.0,0.0,1
Chile,2024,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,ESPAÑOL,1,1.0,0.0,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,INGLÉS,1,1.0,0.0,2
Chile,2024,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,INGLÉS,1,1.0,0.0,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,10% - 20%,2,INGLÉS,2,2.0,0.0,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,20% - 30%,3,INGLÉS,2,1.0,0.0,2
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,30% - 40%,4,INGLÉS,2,2.0,0.0,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,40% - 50%,5,INGLÉS,1,1.0,0.0,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,60% - 70%,7,ESPAÑOL,2,1.0,0.0,3
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,60% - 70%,7,FRANCÉS,1,1.0,0.0,3
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,70% - 80%,8,ESPAÑOL,1,1.0,0.0,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,80% - 90%,9,ESPAÑOL,1,1.0,0.0,2
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,80% - 90%,9,ITALIANO,1,1.0,0.0,2
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,Larga Cola,10,JAPONÉS,1,1.0,0.0,1
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,Top 10% (Grandes Motores),1,FRANCÉS,2,6.0,8.04,4
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,Top 10% (Grandes Motores),1,INGLÉS,20,6.0,8.04,4
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,Top 10% (Grandes Motores),1,ITALIANO,1,6.0,8.04,4
Chile,2024,700 - Las Artes Bellas artes y artes decorativas,Top 10% (Grandes Motores),1,PORTUGUÉS,1,6.0,8.04,4
Chile,2024,800 - Literatura y retórica,10% - 20%,2,ALEMÁN,1,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,10% - 20%,2,FRANCÉS,5,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,10% - 20%,2,INGLÉS,17,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,10% - 20%,2,ITALIANO,1,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,10% - 20%,2,JAPONÉS,4,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,10% - 20%,2,PORTUGUÉS,2,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,10% - 20%,2,RUSO,1,4.43,1.4,7
Chile,2024,800 - Literatura y retórica,20% - 30%,3,ALEMÁN,1,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,ESPAÑOL,3,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,FRANCÉS,4,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,INGLÉS,8,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,ITALIANO,2,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,LATÍN,1,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,POLACO,3,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,20% - 30%,3,PORTUGUÉS,1,2.56,0.73,9
Chile,2024,800 - Literatura y retórica,30% - 40%,4,ALEMÁN,1,1.78,0.44,9
Chile,2024,800 - Literatura y retórica,30% - 40%,4,DANÉS,1,1.78,0.44,9
Chile,2024,800 - Literatura y retórica,30% - 40%,4,ESPAÑOL,5,1.78,0.44,9
Chile,2024,800 - Literatura y retórica,30% - 40%,4,FRANCÉS,2,1.78,0.44,9
Chile,2024,800 - Literatura y retórica,30% - 40%,4,INGLÉS,7,1.78,0.44,9
Chile,2024,800 - Literatura y retórica,40% - 50%,5,ESPAÑOL,3,1.38,0.52,8
Chile,2024,800 - Literatura y retórica,40% - 50%,5,INGLÉS,5,1.38,0.52,8
Chile,2024,800 - Literatura y retórica,40% - 50%,5,JAPONÉS,1,1.38,0.52,8
Chile,2024,800 - Literatura y retórica,40% - 50%,5,RUSO,2,1.38,0.52,8
Chile,2024,800 - Literatura y retórica,50% - 60%,6,ALEMÁN,2,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,50% - 60%,6,CATALÁN,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,50% - 60%,6,CHINO,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,50% - 60%,6,ESPAÑOL,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,50% - 60%,6,FRANCÉS,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,50% - 60%,6,INGLÉS,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,60% - 70%,7,INGLÉS,6,1.0,0.0,6
Chile,2024,800 - Literatura y retórica,70% - 80%,8,ALEMÁN,1,1.0,0.0,8
Chile,2024,800 - Literatura y retórica,70% - 80%,8,DANÉS,1,1.0,0.0,8
Chile,2024,800 - Literatura y retórica,70% - 80%,8,ESPAÑOL,2,1.0,0.0,8
Chile,2024,800 - Literatura y retórica,70% - 80%,8,FRANCÉS,1,1.0,0.0,8
Chile,2024,800 - Literatura y retórica,70% - 80%,8,INGLÉS,3,1.0,0.0,8
Chile,2024,800 - Literatura y retórica,80% - 90%,9,ESPAÑOL,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,80% - 90%,9,FRANCÉS,2,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,80% - 90%,9,INGLÉS,3,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,80% - 90%,9,PORTUGUÉS,1,1.0,0.0,7
Chile,2024,800 - Literatura y retórica,Larga Cola,10,ESPAÑOL,1,1.0,0.0,5
Chile,2024,800 - Literatura y retórica,Larga Cola,10,INGLÉS,2,1.0,0.0,5
Chile,2024,800 - Literatura y retórica,Larga Cola,10,NEERLANDÉS,1,1.0,0.0,5
Chile,2024,800 - Literatura y retórica,Larga Cola,10,PORTUGUÉS,1,1.0,0.0,5
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,ALEMÁN,9,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,DANÉS,1,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,ESPAÑOL,1,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,FRANCÉS,6,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,GRIEGO,1,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,INDONESIO,1,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,INGLÉS,182,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,ITALIANO,2,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,JAPONÉS,6,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,POLACO,1,16.23,22.44,13
Chile,2024,800 - Literatura y retórica,Top 10% (Grandes Motores),1,SUECO,1,16.23,22.44,13
Chile,2024,900 - Geografía e historia,10% - 20%,2,ESPAÑOL,4,3.25,1.5,4
Chile,2024,900 - Geografía e historia,10% - 20%,2,INGLÉS,9,3.25,1.5,4
Chile,2024,900 - Geografía e historia,30% - 40%,4,INGLÉS,1,1.5,0.71,2
Chile,2024,900 - Geografía e historia,30% - 40%,4,SUECO,2,1.5,0.71,2
Chile,2024,900 - Geografía e historia,60% - 70%,7,ESPAÑOL,2,1.0,0.0,2
Chile,2024,900 - Geografía e historia,80% - 90%,9,SUECO,1,1.0,0.0,1
Chile,2024,900 - Geografía e historia,Larga Cola,10,INGLÉS,1,1.0,0.0,1
Chile,2024,900 - Geografía e historia,Top 10% (Grandes Motores),1,FRANCÉS,4,2.33,1.15,3
Chile,2024,900 - Geografía e historia,Top 10% (Grandes Motores),1,INGLÉS,2,2.33,1.15,3
Chile,2024,900 - Geografía e historia,Top 10% (Grandes Motores),1,ITALIANO,1,2.33,1.15,3
Chile,2024,TODOS,10% - 20%,2,ALEMÁN,10,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,ESPAÑOL,8,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,FRANCÉS,7,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,INGLÉS,40,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,ITALIANO,1,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,JAPONÉS,4,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,PORTUGUÉS,2,4.56,0.89,16
Chile,2024,TODOS,10% - 20%,2,RUSO,1,4.56,0.89,16
Chile,2024,TODOS,20% - 30%,3,ALEMÁN,2,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,ESPAÑOL,7,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,FRANCÉS,10,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,INGLÉS,16,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,ITALIANO,5,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,LATÍN,1,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,POLACO,3,2.94,0.25,16
Chile,2024,TODOS,20% - 30%,3,PORTUGUÉS,3,2.94,0.25,16
Chile,2024,TODOS,30% - 40%,4,ALEMÁN,2,2.0,0.0,16
Chile,2024,TODOS,30% - 40%,4,DANÉS,1,2.0,0.0,16
Chile,2024,TODOS,30% - 40%,4,ESPAÑOL,12,2.0,0.0,16
Chile,2024,TODOS,30% - 40%,4,FRANCÉS,2,2.0,0.0,16
Chile,2024,TODOS,30% - 40%,4,INGLÉS,13,2.0,0.0,16
Chile,2024,TODOS,30% - 40%,4,SUECO,2,2.0,0.0,16
Chile,2024,TODOS,40% - 50%,5,ALEMÁN,2,1.81,0.4,16
Chile,2024,TODOS,40% - 50%,5,ESPAÑOL,10,1.81,0.4,16
Chile,2024,TODOS,40% - 50%,5,FRANCÉS,2,1.81,0.4,16
Chile,2024,TODOS,40% - 50%,5,INGLÉS,11,1.81,0.4,16
Chile,2024,TODOS,40% - 50%,5,ITALIANO,1,1.81,0.4,16
Chile,2024,TODOS,40% - 50%,5,JAPONÉS,1,1.81,0.4,16
Chile,2024,TODOS,40% - 50%,5,RUSO,2,1.81,0.4,16
Chile,2024,TODOS,50% - 60%,6,ALEMÁN,2,1.0,0.0,16
Chile,2024,TODOS,50% - 60%,6,CATALÁN,1,1.0,0.0,16
Chile,2024,TODOS,50% - 60%,6,CHINO,3,1.0,0.0,16
Chile,2024,TODOS,50% - 60%,6,ESPAÑOL,4,1.0,0.0,16
Chile,2024,TODOS,50% - 60%,6,FRANCÉS,2,1.0,0.0,16
Chile,2024,TODOS,50% - 60%,6,INGLÉS,4,1.0,0.0,16
Chile,2024,TODOS,60% - 70%,7,ESPAÑOL,5,1.0,0.0,16
Chile,2024,TODOS,60% - 70%,7,FRANCÉS,2,1.0,0.0,16
Chile,2024,TODOS,60% - 70%,7,INGLÉS,9,1.0,0.0,16
Chile,2024,TODOS,70% - 80%,8,ALEMÁN,2,1.0,0.0,16
Chile,2024,TODOS,70% - 80%,8,DANÉS,1,1.0,0.0,16
Chile,2024,TODOS,70% - 80%,8,ESPAÑOL,5,1.0,0.0,16
Chile,2024,TODOS,70% - 80%,8,FRANCÉS,3,1.0,0.0,16
Chile,2024,TODOS,70% - 80%,8,INGLÉS,4,1.0,0.0,16
Chile,2024,TODOS,70% - 80%,8,POLACO,1,1.0,0.0,16
Chile,2024,TODOS,80% - 90%,9,ESPAÑOL,3,1.0,0.0,16
Chile,2024,TODOS,80% - 90%,9,FRANCÉS,3,1.0,0.0,16
Chile,2024,TODOS,80% - 90%,9,INGLÉS,6,1.0,0.0,16
Chile,2024,TODOS,80% - 90%,9,ITALIANO,2,1.0,0.0,16
Chile,2024,TODOS,80% - 90%,9,PORTUGUÉS,1,1.0,0.0,16
Chile,2024,TODOS,80% - 90%,9,SUECO,1,1.0,0.0,16
Chile,2024,TODOS,Larga Cola,10,ALEMÁN,1,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,ESPAÑOL,4,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,FRANCÉS,3,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,INGLÉS,5,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,JAPONÉS,1,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,NEERLANDÉS,1,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,PORTUGUÉS,1,1.0,0.0,17
Chile,2024,TODOS,Larga Cola,10,ÁRABE,1,1.0,0.0,17
Chile,2024,TODOS,Top 10% (Grandes Motores),1,ALEMÁN,11,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,DANÉS,1,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,ESPAÑOL,7,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,FRANCÉS,19,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,GRIEGO,1,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,INDONESIO,1,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,INGLÉS,242,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,ITALIANO,4,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,JAPONÉS,6,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,POLACO,1,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,PORTUGUÉS,4,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,SUECO,1,18.69,23.32,16
Chile,2024,TODOS,Top 10% (Grandes Motores),1,ÁRABE,1,18.69,23.32,16
Chile,2025,0 - Generalidades,10% - 20%,2,FRANCÉS,2,2.0,0.0,1
Chile,2025,0 - Generalidades,20% - 30%,3,ESPAÑOL,2,1.5,0.71,2
Chile,2025,0 - Generalidades,20% - 30%,3,PORTUGUÉS,1,1.5,0.71,2
Chile,2025,0 - Generalidades,30% - 40%,4,RUSO,2,2.0,0.0,1
Chile,2025,0 - Generalidades,40% - 50%,5,ALEMÁN,1,1.0,0.0,5
Chile,2025,0 - Generalidades,40% - 50%,5,ESPAÑOL,2,1.0,0.0,5
Chile,2025,0 - Generalidades,40% - 50%,5,FRANCÉS,1,1.0,0.0,5
Chile,2025,0 - Generalidades,40% - 50%,5,INGLÉS,1,1.0,0.0,5
Chile,2025,0 - Generalidades,50% - 60%,6,INGLÉS,1,1.0,0.0,1
Chile,2025,0 - Generalidades,60% - 70%,7,ESPAÑOL,1,1.0,0.0,3
Chile,2025,0 - Generalidades,60% - 70%,7,FRANCÉS,1,1.0,0.0,3
Chile,2025,0 - Generalidades,60% - 70%,7,INGLÉS,1,1.0,0.0,3
Chile,2025,0 - Generalidades,70% - 80%,8,ESPAÑOL,1,1.0,0.0,1
Chile,2025,0 - Generalidades,Larga Cola,10,RUSO,1,1.0,0.0,2
Chile,2025,0 - Generalidades,Larga Cola,10,SUECO,1,1.0,0.0,2
Chile,2025,0 - Generalidades,Top 10% (Grandes Motores),1,ALEMÁN,1,4.14,5.34,7
Chile,2025,0 - Generalidades,Top 10% (Grandes Motores),1,ESPAÑOL,7,4.14,5.34,7
Chile,2025,0 - Generalidades,Top 10% (Grandes Motores),1,INGLÉS,20,4.14,5.34,7
Chile,2025,0 - Generalidades,Top 10% (Grandes Motores),1,ITALIANO,1,4.14,5.34,7
Chile,2025,100 - Filosofía y psicología,10% - 20%,2,ALEMÁN,1,3.25,0.5,4
Chile,2025,100 - Filosofía y psicología,10% - 20%,2,FRANCÉS,4,3.25,0.5,4
Chile,2025,100 - Filosofía y psicología,10% - 20%,2,GRIEGO,4,3.25,0.5,4
Chile,2025,100 - Filosofía y psicología,10% - 20%,2,INGLÉS,1,3.25,0.5,4
Chile,2025,100 - Filosofía y psicología,10% - 20%,2,ITALIANO,2,3.25,0.5,4
Chile,2025,100 - Filosofía y psicología,10% - 20%,2,PORTUGUÉS,1,3.25,0.5,4
Chile,2025,100 - Filosofía y psicología,20% - 30%,3,ESPAÑOL,2,2.0,0.0,2
Chile,2025,100 - Filosofía y psicología,20% - 30%,3,INGLÉS,2,2.0,0.0,2
Chile,2025,100 - Filosofía y psicología,30% - 40%,4,ALEMÁN,1,1.75,0.5,4
Chile,2025,100 - Filosofía y psicología,30% - 40%,4,ESPAÑOL,2,1.75,0.5,4
Chile,2025,100 - Filosofía y psicología,30% - 40%,4,INGLÉS,2,1.75,0.5,4
Chile,2025,100 - Filosofía y psicología,30% - 40%,4,ITALIANO,2,1.75,0.5,4
Chile,2025,100 - Filosofía y psicología,40% - 50%,5,FRANCÉS,1,1.0,0.0,2
Chile,2025,100 - Filosofía y psicología,40% - 50%,5,INGLÉS,1,1.0,0.0,2
Chile,2025,100 - Filosofía y psicología,50% - 60%,6,ALEMÁN,1,1.0,0.0,2
Chile,2025,100 - Filosofía y psicología,50% - 60%,6,FRANCÉS,1,1.0,0.0,2
Chile,2025,100 - Filosofía y psicología,70% - 80%,8,FRANCÉS,1,1.0,0.0,2
Chile,2025,100 - Filosofía y psicología,70% - 80%,8,INGLÉS,1,1.0,0.0,2
Chile,2025,100 - Filosofía y psicología,80% - 90%,9,ESPAÑOL,3,1.0,0.0,5
Chile,2025,100 - Filosofía y psicología,80% - 90%,9,INGLÉS,2,1.0,0.0,5
Chile,2025,100 - Filosofía y psicología,Larga Cola,10,INGLÉS,1,1.0,0.0,1
Chile,2025,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,ALEMÁN,1,2.4,0.89,5
Chile,2025,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,FRANCÉS,1,2.4,0.89,5
Chile,2025,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,GRIEGO,1,2.4,0.89,5
