PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Brasil,2025,200 - Religión,PERSA,LENGUA NO DETERMINADA,AMIR HOOSHANG KHASHIJAN,1
Brasil,2025,200 - Religión,PERSA,LENGUA NO DETERMINADA,PINGUE-PONGUE EDICOES E BRINQUEDOS PEDAGOGICOS LTDA,1
Brasil,2025,200 - Religión,POLACO,LENGUA NO DETERMINADA,EDITORA DIVINA MISERICORDIA,1
Brasil,2025,200 - Religión,POLACO,LENGUA NO DETERMINADA,EDITORA PIU LTDA-ME,3
Brasil,2025,200 - Religión,POLACO,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,1
Brasil,2025,200 - Religión,PORTUGUÉS,LENGUA NO DETERMINADA,CAROLINA PORTO FRODL,9
Brasil,2025,200 - Religión,PORTUGUÉS,LENGUA NO DETERMINADA,EDITORA MELHORAMENTOS,8
Brasil,2025,200 - Religión,PORTUGUÉS,LENGUA NO DETERMINADA,FEB,42
Brasil,2025,200 - Religión,PORTUGUÉS,LENGUA NO DETERMINADA,JOAO E MARIA EDITORA,10
Brasil,2025,200 - Religión,PORTUGUÉS,LENGUA NO DETERMINADA,TELOS EDITORA,11
Brasil,2025,200 - Religión,RUSO,LENGUA NO DETERMINADA,ADAILSO DOUGLAS DA SILVA JANESKO,2
Brasil,2025,200 - Religión,RUSO,LENGUA NO DETERMINADA,EDITORA HEDRA,1
Brasil,2025,200 - Religión,SÁNSCRITO,LENGUA NO DETERMINADA,LEONARDO TRIANDOPOLIS VIEIRA,1
Brasil,2025,200 - Religión,SÁNSCRITO,LENGUA NO DETERMINADA,SERGIO B DE VECCHI,1
Brasil,2025,200 - Religión,TIBETANO,LENGUA NO DETERMINADA,PADMAKARA,1
Brasil,2025,200 - Religión,ÁRABE,LENGUA NO DETERMINADA,CANTINELA & LITERATURA,2
Brasil,2025,200 - Religión,ÁRABE,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,5
Brasil,2025,200 - Religión,ÁRABE,LENGUA NO DETERMINADA,VIVER EDITORA LTDA,2
Brasil,2025,300 - Ciencias sociales,ALEMÁN,LENGUA NO DETERMINADA,ALASCA,1
Brasil,2025,300 - Ciencias sociales,ALEMÁN,LENGUA NO DETERMINADA,EDITORA CARPINTARIA,2
Brasil,2025,300 - Ciencias sociales,ALEMÁN,LENGUA NO DETERMINADA,EDITORA CONTRACORRENTE,4
Brasil,2025,300 - Ciencias sociales,ALEMÁN,LENGUA NO DETERMINADA,EDITORA SEXTANTE,3
Brasil,2025,300 - Ciencias sociales,ALEMÁN,LENGUA NO DETERMINADA,FEDERACAO DAS ESCOLAS WALDORF NO BRASIL,2
Brasil,2025,300 - Ciencias sociales,CHINO,LENGUA NO DETERMINADA,CEDIC DO BRASIL,3
Brasil,2025,300 - Ciencias sociales,CHINO,LENGUA NO DETERMINADA,EDITORA JAGUATIRICA,1
Brasil,2025,300 - Ciencias sociales,CHINO,LENGUA NO DETERMINADA,PHVOX EDITORA,1
Brasil,2025,300 - Ciencias sociales,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA CONTRACORRENTE,5
Brasil,2025,300 - Ciencias sociales,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA ELEFANTE,5
Brasil,2025,300 - Ciencias sociales,ESPAÑOL,LENGUA NO DETERMINADA,GRUPO PLANETA,6
Brasil,2025,300 - Ciencias sociales,ESPAÑOL,LENGUA NO DETERMINADA,PHORTE EDITORA,3
Brasil,2025,300 - Ciencias sociales,ESPAÑOL,LENGUA NO DETERMINADA,PROJETO CULTURAL NOSSA AMERICA,2
Brasil,2025,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,ABA - ASSOCIACAO BRASILEIRA DE ANTROPOLOGIA,6
Brasil,2025,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,EDITORA VOZES,6
Brasil,2025,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,PALLAS EDITORA,4
Brasil,2025,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,PERSPECTIVA,11
Brasil,2025,300 - Ciencias sociales,FRANCÉS,LENGUA NO DETERMINADA,VESTIGIO EDITORA LTDA,6
Brasil,2025,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,EDITORA CIVILIZACAO BRASILEIRA,10
Brasil,2025,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,EDITORA ELEFANTE,10
Brasil,2025,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,EDITORA MANOLE,20
Brasil,2025,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,UNESCO,10
Brasil,2025,300 - Ciencias sociales,INGLÉS,LENGUA NO DETERMINADA,VIDE EDITORIAL,16
Brasil,2025,300 - Ciencias sociales,IRLANDÉS,LENGUA NO DETERMINADA,ARTUR HENRIQUE DE FREITAS AVELAR,1
Brasil,2025,300 - Ciencias sociales,ITALIANO,LENGUA NO DETERMINADA,CLUBE DE AUTORES,1
Brasil,2025,300 - Ciencias sociales,ITALIANO,LENGUA NO DETERMINADA,DIALOGOS EMBALADOS,2
Brasil,2025,300 - Ciencias sociales,ITALIANO,LENGUA NO DETERMINADA,EDITORA SEXTANTE,2
Brasil,2025,300 - Ciencias sociales,ITALIANO,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,1
Brasil,2025,300 - Ciencias sociales,ITALIANO,LENGUA NO DETERMINADA,EDITORA VOZES,7
Brasil,2025,300 - Ciencias sociales,JAPONÉS,LENGUA NO DETERMINADA,EDITORA BRASIL SEIKYO,1
Brasil,2025,300 - Ciencias sociales,LENGUAS INDÍGENAS DE AMÉRICA CENTRAL (OTRAS),LENGUA NO DETERMINADA,EDITORA BIOSFERA SELO 2,3
Brasil,2025,300 - Ciencias sociales,NEERLANDÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,1
Brasil,2025,300 - Ciencias sociales,NEERLANDÉS,LENGUA NO DETERMINADA,PUBLICATION STUDIO SAO PAULO,1
Brasil,2025,300 - Ciencias sociales,NHEENGATU,LENGUA NO DETERMINADA,SOCIEDADE MAE E RAINHA,1
Brasil,2025,300 - Ciencias sociales,PORTUGUÉS,LENGUA NO DETERMINADA,ENGENHOTECA,6
Brasil,2025,300 - Ciencias sociales,PORTUGUÉS,LENGUA NO DETERMINADA,ERIKA ROLIM FAVASSA ANDRADE,7
Brasil,2025,300 - Ciencias sociales,PORTUGUÉS,LENGUA NO DETERMINADA,LEANDROVSILVA STUDIO,8
Brasil,2025,300 - Ciencias sociales,PORTUGUÉS,LENGUA NO DETERMINADA,LITERARE BOOKS INTERNATIONAL,6
Brasil,2025,300 - Ciencias sociales,PORTUGUÉS,LENGUA NO DETERMINADA,LITTLE MAKER,9
Brasil,2025,300 - Ciencias sociales,RUSO,LENGUA NO DETERMINADA,A MARGEM,1
Brasil,2025,300 - Ciencias sociales,SIN DATO,SIN DATO,SIN DATO,2
Brasil,2025,400  - Lenguas,ALEMÁN,LENGUA NO DETERMINADA,PEARSON,20
Brasil,2025,400  - Lenguas,ESPAÑOL,LENGUA NO DETERMINADA,IGA FENIX EDITORA,1
Brasil,2025,400  - Lenguas,ESPAÑOL,LENGUA NO DETERMINADA,PINARD,2
Brasil,2025,400  - Lenguas,ESPAÑOL,LENGUA NO DETERMINADA,RELICARIO,1
Brasil,2025,400  - Lenguas,FRANCÉS,LENGUA NO DETERMINADA,EDITORA CONTEXTO,3
Brasil,2025,400  - Lenguas,FRANCÉS,LENGUA NO DETERMINADA,EDITORA DA ABRALIN,1
Brasil,2025,400  - Lenguas,FRANCÉS,LENGUA NO DETERMINADA,EDITORA UFPR,1
Brasil,2025,400  - Lenguas,FRANCÉS,LENGUA NO DETERMINADA,EDITORA WMF MARTINS FONTES,1
Brasil,2025,400  - Lenguas,FRANCÉS,LENGUA NO DETERMINADA,UEL,1
Brasil,2025,400  - Lenguas,INGLÉS,LENGUA NO DETERMINADA,EDICOES SESC SAO PAULO,1
Brasil,2025,400  - Lenguas,INGLÉS,LENGUA NO DETERMINADA,EDITORA UFPR,1
Brasil,2025,400  - Lenguas,INGLÉS,LENGUA NO DETERMINADA,OBRA MISSIONARIA CHAMADA DA MEIA-NOITE,1
Brasil,2025,400  - Lenguas,INGLÉS,LENGUA NO DETERMINADA,PEARSON,5
Brasil,2025,400  - Lenguas,INGLÉS,LENGUA NO DETERMINADA,SEGUINTE,1
Brasil,2025,400  - Lenguas,ITALIANO,LENGUA NO DETERMINADA,EDITORA NOVA ALEXANDRIA,1
Brasil,2025,400  - Lenguas,LATÍN,LENGUA NO DETERMINADA,EDITORA MADAMU,2
Brasil,2025,400  - Lenguas,LATÍN,LENGUA NO DETERMINADA,FACULDADE DE LETRAS,2
Brasil,2025,400  - Lenguas,NEERLANDÉS,LENGUA NO DETERMINADA,PINARD,2
Brasil,2025,400  - Lenguas,PORTUGUÉS,LENGUA NO DETERMINADA,BESTIARIO,1
Brasil,2025,400  - Lenguas,PORTUGUÉS,LENGUA NO DETERMINADA,DANIELA ANDRADE,1
Brasil,2025,400  - Lenguas,PORTUGUÉS,LENGUA NO DETERMINADA,INQUILINOS PRODUCAO CULTURAL E COMERCIO LTDA,1
Brasil,2025,400  - Lenguas,PORTUGUÉS,LENGUA NO DETERMINADA,JEFFERSON GARDENAL TEIXEIRA,2
Brasil,2025,400  - Lenguas,PORTUGUÉS,LENGUA NO DETERMINADA,PEARSON,6
Brasil,2025,500 - Ciencias naturales y matemáticas,ALEMÁN,LENGUA NO DETERMINADA,TADEU MAZZOLA VERZA,1
Brasil,2025,500 - Ciencias naturales y matemáticas,ESPAÑOL,LENGUA NO DETERMINADA,CATAPULTA,4
Brasil,2025,500 - Ciencias naturales y matemáticas,FRANCÉS,LENGUA NO DETERMINADA,EDITORA CONTEXTO,1
Brasil,2025,500 - Ciencias naturales y matemáticas,FRANCÉS,LENGUA NO DETERMINADA,EDITORA MANOLE,2
Brasil,2025,500 - Ciencias naturales y matemáticas,FRANCÉS,LENGUA NO DETERMINADA,LF EDITORIAL,1
Brasil,2025,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,ANTONIO JOSE FONTOURA JUNIOR,6
Brasil,2025,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,CAMINHO SUAVE,2
Brasil,2025,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,9
Brasil,2025,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,GENERATIONS BRASIL,3
Brasil,2025,500 - Ciencias naturales y matemáticas,INGLÉS,LENGUA NO DETERMINADA,GRUPO EDITORIAL RECORD,6
Brasil,2025,500 - Ciencias naturales y matemáticas,JAPONÉS,LENGUA NO DETERMINADA,PLATAFORMA,1
Brasil,2025,500 - Ciencias naturales y matemáticas,PORTUGUÉS,LENGUA NO DETERMINADA,ALEXYA QUEIROZ,1
Brasil,2025,500 - Ciencias naturales y matemáticas,PORTUGUÉS,LENGUA NO DETERMINADA,EDISON HARUKI TANGO,1
Brasil,2025,500 - Ciencias naturales y matemáticas,PORTUGUÉS,LENGUA NO DETERMINADA,EDITORA CINTRA LTDA,1
Brasil,2025,500 - Ciencias naturales y matemáticas,PORTUGUÉS,LENGUA NO DETERMINADA,GILBERTO DA COSTA,4
Brasil,2025,500 - Ciencias naturales y matemáticas,PORTUGUÉS,LENGUA NO DETERMINADA,LUCIANA FREESZ,2
Brasil,2025,500 - Ciencias naturales y matemáticas,SUECO,LENGUA NO DETERMINADA,EDUSP,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LENGUA NO DETERMINADA,CLUBE DE AUTORES,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LENGUA NO DETERMINADA,EDITORA INSULAR,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LENGUA NO DETERMINADA,EDITORA MANOLE,2
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LENGUA NO DETERMINADA,EDITORA SEXTANTE,3
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ALEMÁN,LENGUA NO DETERMINADA,HERMANN KUX,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),CHINO,LENGUA NO DETERMINADA,EDITORA BRASILEIRA DE MEDICINA CHINESA,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,LENGUA NO DETERMINADA,AGIR EDITORA LTDA,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,LENGUA NO DETERMINADA,CENTRO DE ESTUDOS FLORAIS,2
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,LENGUA NO DETERMINADA,EDICOES AGUARA,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,LENGUA NO DETERMINADA,EDITORA E-PAPERS,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,LENGUA NO DETERMINADA,SEMIBREVE,2
Brasil,2025,600 - Tecnología (Ciencias aplicadas),FRANCÉS,LENGUA NO DETERMINADA,CLUBE CAPITAL,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),FRANCÉS,LENGUA NO DETERMINADA,COOPMED,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),FRANCÉS,LENGUA NO DETERMINADA,EDITORA ATHENEU,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),FRANCÉS,LENGUA NO DETERMINADA,SANTOS PUBLICACOES,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,AUTENTICA EDITORA,13
Brasil,2025,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,EDITORA BEST SELLER,10
Brasil,2025,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,EDITORA MANOLE,46
Brasil,2025,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,16
Brasil,2025,600 - Tecnología (Ciencias aplicadas),INGLÉS,LENGUA NO DETERMINADA,PEARSON,26
Brasil,2025,600 - Tecnología (Ciencias aplicadas),LENGUA CARIBE,LENGUA NO DETERMINADA,FUNDACAO NACIONAL DE SAUDE - PRESIDENCIA,1
Brasil,2025,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,LENGUA NO DETERMINADA,BEST BUSINESS,8
Brasil,2025,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,LENGUA NO DETERMINADA,CASA DE OSWALDO CRUZ,5
Brasil,2025,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,LENGUA NO DETERMINADA,LEANDROVSILVA STUDIO,5
Brasil,2025,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,LENGUA NO DETERMINADA,NOVATEC EDITORA,5
Brasil,2025,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,LENGUA NO DETERMINADA,ZOOM EDUCATION FOR LIFE,6
Brasil,2025,600 - Tecnología (Ciencias aplicadas),SIN DATO,SIN DATO,SIN DATO,4
Brasil,2025,600 - Tecnología (Ciencias aplicadas),SUECO,LENGUA NO DETERMINADA,PROTON EDITORA E TECNOLOGIA LTDA.,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ALEMÁN,LENGUA NO DETERMINADA,CLUBE DE AUTORES,4
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ALEMÁN,LENGUA NO DETERMINADA,PERSPECTIVA,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,CATALÁN,LENGUA NO DETERMINADA,EDITORA WMF MARTINS FONTES,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,CHECO,LENGUA NO DETERMINADA,GABRIEL CALFA SANT'ANNA,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,CHINO,LENGUA NO DETERMINADA,NEWPOP EDITORA,22
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,COREANO,LENGUA NO DETERMINADA,GRUPO PANINI,20
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,COREANO,LENGUA NO DETERMINADA,NEWPOP EDITORA,19
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,CROATA,LENGUA NO DETERMINADA,EDITORA POPTOPIA,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,LENGUA NO DETERMINADA,ALETRIA,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,LENGUA NO DETERMINADA,AUTORIA COMPARTILHADA,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,LENGUA NO DETERMINADA,GABRIEL CALFA SANT'ANNA,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,LENGUA NO DETERMINADA,PERSPECTIVA,5
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,LENGUA NO DETERMINADA,RED DRAGON PUBLISHER,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,FRANCÉS,LENGUA NO DETERMINADA,LPM EDITORES,4
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,FRANCÉS,LENGUA NO DETERMINADA,NEMO,17
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,FRANCÉS,LENGUA NO DETERMINADA,NEWPOP EDITORA,4
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,FRANCÉS,LENGUA NO DETERMINADA,NOVA FRONTEIRA,11
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,FRANCÉS,LENGUA NO DETERMINADA,QS COMICS,4
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,LENGUA NO DETERMINADA,DEVIR,11
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,17
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,LENGUA NO DETERMINADA,GRUPO EDITORIAL RECORD,13
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,LENGUA NO DETERMINADA,GRUPO PANINI,896
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,LENGUA NO DETERMINADA,UNIVERSO DOS LIVROS EDITORA,12
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,IRLANDÉS,LENGUA NO DETERMINADA,EDITORA ILUMINURAS,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ITALIANO,LENGUA NO DETERMINADA,COSAC,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ITALIANO,LENGUA NO DETERMINADA,EDITORA LORENTZ,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ITALIANO,LENGUA NO DETERMINADA,GRUPO PANINI,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ITALIANO,LENGUA NO DETERMINADA,NEMO,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,ITALIANO,LENGUA NO DETERMINADA,RED DRAGON PUBLISHER,6
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,JAPONÉS,LENGUA NO DETERMINADA,DEVIR,14
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,JAPONÉS,LENGUA NO DETERMINADA,EDITORA BRASIL SEIKYO,2
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,JAPONÉS,LENGUA NO DETERMINADA,GRUPO PANINI,483
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,JAPONÉS,LENGUA NO DETERMINADA,JAPORAMA EDITORA E COMUNICACAO,244
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,JAPONÉS,LENGUA NO DETERMINADA,NEWPOP EDITORA,96
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,PORTUGUÉS,LENGUA NO DETERMINADA,ABARROS EDITORA,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,PORTUGUÉS,LENGUA NO DETERMINADA,ARARINHA EDITORIAL,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,PORTUGUÉS,LENGUA NO DETERMINADA,AUTORIA COMPARTILHADA,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,PORTUGUÉS,LENGUA NO DETERMINADA,CLAUDIA RECKZIEGEL,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,PORTUGUÉS,LENGUA NO DETERMINADA,CONFRARIA DO VENTO,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,RUSO,LENGUA NO DETERMINADA,BRIGITTA CALLONI,1
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,RUSO,LENGUA NO DETERMINADA,EDITORA CIENCIA MODERNA,4
Brasil,2025,700 - Las Artes  Bellas artes y artes decorativas,SUECO,LENGUA NO DETERMINADA,COSAC,1
Brasil,2025,800 - Literatura y retórica,ALEMÁN,LENGUA NO DETERMINADA,CANTINELA & LITERATURA,2
Brasil,2025,800 - Literatura y retórica,ALEMÁN,LENGUA NO DETERMINADA,CLUBE DE AUTORES,4
Brasil,2025,800 - Literatura y retórica,ALEMÁN,LENGUA NO DETERMINADA,COMPANHIA DAS LETRAS,2
Brasil,2025,800 - Literatura y retórica,ALEMÁN,LENGUA NO DETERMINADA,EDITORA ARQUEIRO LTDA,8
Brasil,2025,800 - Literatura y retórica,ALEMÁN,LENGUA NO DETERMINADA,VIVER EDITORA LTDA,4
Brasil,2025,800 - Literatura y retórica,BAJO ALEMÁN,LENGUA NO DETERMINADA,PUBLIC PLAY,1
Brasil,2025,800 - Literatura y retórica,CATALÁN,LENGUA NO DETERMINADA,COMPANHIA DAS LETRAS,2
Brasil,2025,800 - Literatura y retórica,CATALÁN,LENGUA NO DETERMINADA,EDITORA MEIA AZUL,1
Brasil,2025,800 - Literatura y retórica,CATALÁN,LENGUA NO DETERMINADA,EDITORA MUNDAREU,1
Brasil,2025,800 - Literatura y retórica,CATALÁN,LENGUA NO DETERMINADA,INQUILINOS PRODUCAO CULTURAL E COMERCIO LTDA,1
Brasil,2025,800 - Literatura y retórica,CATALÁN,LENGUA NO DETERMINADA,YELLOWFANTE,3
Brasil,2025,800 - Literatura y retórica,CHECO,LENGUA NO DETERMINADA,SOLISLUNA EDITORA,1
Brasil,2025,800 - Literatura y retórica,CHINO,LENGUA NO DETERMINADA,EDITORA SEARA VERMELHA,1
Brasil,2025,800 - Literatura y retórica,CHINO,LENGUA NO DETERMINADA,NEWPOP EDITORA,14
Brasil,2025,800 - Literatura y retórica,COREANO,LENGUA NO DETERMINADA,BERTRAND BRASIL,1
Brasil,2025,800 - Literatura y retórica,COREANO,LENGUA NO DETERMINADA,EDITORA ESTACAO LIBERDADE,1
Brasil,2025,800 - Literatura y retórica,COREANO,LENGUA NO DETERMINADA,EDITORA INTRINSECA,3
Brasil,2025,800 - Literatura y retórica,COREANO,LENGUA NO DETERMINADA,PARALELA,1
Brasil,2025,800 - Literatura y retórica,COREANO,LENGUA NO DETERMINADA,PITAYA,1
Brasil,2025,800 - Literatura y retórica,CROATA,LENGUA NO DETERMINADA,CARAMBAIA,2
Brasil,2025,800 - Literatura y retórica,DANÉS,LENGUA NO DETERMINADA,COMPANHIA DAS LETRAS,1
Brasil,2025,800 - Literatura y retórica,DANÉS,LENGUA NO DETERMINADA,PINGO DE LUZ,1
Brasil,2025,800 - Literatura y retórica,ESPAÑOL,LENGUA NO DETERMINADA,AUTENTICA EDITORA,10
Brasil,2025,800 - Literatura y retórica,ESPAÑOL,LENGUA NO DETERMINADA,GRUPO PLANETA,18
Brasil,2025,800 - Literatura y retórica,ESPAÑOL,LENGUA NO DETERMINADA,LEABHAR BOOKS,11
Brasil,2025,800 - Literatura y retórica,ESPAÑOL,LENGUA NO DETERMINADA,PINARD,19
Brasil,2025,800 - Literatura y retórica,ESPAÑOL,LENGUA NO DETERMINADA,TODOLIVRO,10
Brasil,2025,800 - Literatura y retórica,ESPERANTO,LENGUA NO DETERMINADA,EDUCS - EDITORA DA UNIVERSIDADE DE CAXIAS DO SUL,1
Brasil,2025,800 - Literatura y retórica,FRANCÉS,LENGUA NO DETERMINADA,ARS ET VITA,6
Brasil,2025,800 - Literatura y retórica,FRANCÉS,LENGUA NO DETERMINADA,GRUPO EDITORIAL RECORD,8
Brasil,2025,800 - Literatura y retórica,FRANCÉS,LENGUA NO DETERMINADA,GUTENBERG,19
Brasil,2025,800 - Literatura y retórica,FRANCÉS,LENGUA NO DETERMINADA,NOVA FRONTEIRA,23
Brasil,2025,800 - Literatura y retórica,FRANCÉS,LENGUA NO DETERMINADA,VISEU,16
Brasil,2025,800 - Literatura y retórica,GRIEGO,LENGUA NO DETERMINADA,COSAC,1
Brasil,2025,800 - Literatura y retórica,GRIEGO,LENGUA NO DETERMINADA,EDITORA HEDRA,2
Brasil,2025,800 - Literatura y retórica,GRIEGO,LENGUA NO DETERMINADA,LPM EDITORES,2
Brasil,2025,800 - Literatura y retórica,GRIEGO,LENGUA NO DETERMINADA,VISEU,2
Brasil,2025,800 - Literatura y retórica,HEBREO,LENGUA NO DETERMINADA,COMPANHIA DAS LETRAS,1
Brasil,2025,800 - Literatura y retórica,HÚNGARO,LENGUA NO DETERMINADA,EDITORA SEXTANTE,1
Brasil,2025,800 - Literatura y retórica,INGLÉS,LENGUA NO DETERMINADA,EDITORA ARQUEIRO LTDA,162
Brasil,2025,800 - Literatura y retórica,INGLÉS,LENGUA NO DETERMINADA,GRUPO EDITORIAL FIVE,162
Brasil,2025,800 - Literatura y retórica,INGLÉS,LENGUA NO DETERMINADA,GRUPO EDITORIAL RECORD,207
Brasil,2025,800 - Literatura y retórica,INGLÉS,LENGUA NO DETERMINADA,HARPERCOLLINS BRASIL,62
Brasil,2025,800 - Literatura y retórica,INGLÉS,LENGUA NO DETERMINADA,LEABHAR BOOKS,109
Brasil,2025,800 - Literatura y retórica,IRLANDÉS,LENGUA NO DETERMINADA,EDITORA ARQUEIRO LTDA,3
Brasil,2025,800 - Literatura y retórica,ISLANDÉS,LENGUA NO DETERMINADA,EDITORA EX MACHINA,1
Brasil,2025,800 - Literatura y retórica,ITALIANO,LENGUA NO DETERMINADA,AUTENTICA EDITORA,5
Brasil,2025,800 - Literatura y retórica,ITALIANO,LENGUA NO DETERMINADA,COMPANHIA DAS LETRAS,3
Brasil,2025,800 - Literatura y retórica,ITALIANO,LENGUA NO DETERMINADA,GRUPO EDITORIAL RECORD,5
Brasil,2025,800 - Literatura y retórica,ITALIANO,LENGUA NO DETERMINADA,JAMBO EDITORA,13
Brasil,2025,800 - Literatura y retórica,ITALIANO,LENGUA NO DETERMINADA,LPM EDITORES,5
Brasil,2025,800 - Literatura y retórica,JAPONÉS,LENGUA NO DETERMINADA,EDITORA ARQUEIRO LTDA,3
Brasil,2025,800 - Literatura y retórica,JAPONÉS,LENGUA NO DETERMINADA,EDITORA ESTACAO LIBERDADE,4
Brasil,2025,800 - Literatura y retórica,JAPONÉS,LENGUA NO DETERMINADA,EDITORA INTRINSECA,7
Brasil,2025,800 - Literatura y retórica,JAPONÉS,LENGUA NO DETERMINADA,JAPORAMA EDITORA E COMUNICACAO,7
Brasil,2025,800 - Literatura y retórica,JAPONÉS,LENGUA NO DETERMINADA,NEWPOP EDITORA,15
Brasil,2025,800 - Literatura y retórica,LADINO,LENGUA NO DETERMINADA,GALUBA EDITORIAL,1
Brasil,2025,800 - Literatura y retórica,LATÍN,LENGUA NO DETERMINADA,AUTENTICA EDITORA,3
