PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Colombia,2013,800 - Literatura y retórica,INGLÉS,ESPAÑOL,GRUPO PLANETA,30
Colombia,2013,800 - Literatura y retórica,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,153
Colombia,2013,800 - Literatura y retórica,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,52
Colombia,2013,800 - Literatura y retórica,INGLÉS,INGLÉS,BIBLIOTECA NACIONAL DE COLOMBIA,1
Colombia,2013,800 - Literatura y retórica,INGLÉS,INGLÉS,EDITORIAL EDUCATIVA KINGKOLOR S.A.S.,1
Colombia,2013,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,BILINEATA PUBLISHING SAS,2
Colombia,2013,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,MICHAELIS LUCIO,1
Colombia,2013,800 - Literatura y retórica,INGLÉS,PAPIAMENTO,IMPRESORA FERIVA S.A.,2
Colombia,2013,800 - Literatura y retórica,ITALIANO,ESPAÑOL,CANGREJO EDITORES LTDA.,1
Colombia,2013,800 - Literatura y retórica,ITALIANO,ESPAÑOL,EDICIONES URANO,1
Colombia,2013,800 - Literatura y retórica,ITALIANO,ESPAÑOL,EDUCACTIVA,3
Colombia,2013,800 - Literatura y retórica,ITALIANO,ESPAÑOL,EDUCAR EDITORES S.A.,1
Colombia,2013,800 - Literatura y retórica,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,40
Colombia,2013,800 - Literatura y retórica,ITALIANO,ITALIANO,EDITORIAL ATENEA LTDA.,1
Colombia,2013,800 - Literatura y retórica,JAPONÉS,ESPAÑOL,GRUPO PENTA DISTRIBUIDORES S.A.S,1
Colombia,2013,800 - Literatura y retórica,JAPONÉS,ESPAÑOL,GRUPO PLANETA,2
Colombia,2013,800 - Literatura y retórica,JAPONÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,2
Colombia,2013,800 - Literatura y retórica,LATÍN,ESPAÑOL,EDITORIAL EDUCATIVA KINGKOLOR S.A.S.,1
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,6
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,ASOCIACION CULTURAL LETRA A LETRA,1
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,EL LIBRO UNIVERSAL SAS,7
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,4
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,PLAZA & JANES EDITORES,2
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,CONSEJO REGIONAL INDIGENA DEL CAUCA,1
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,FONDO MIXTO DE CULTURA DE LA GUAJIRA,1
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,FUNDACION DOMINGO ATRASADO,1
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,"SANCHEZ CABALLERO, FREDDY DE JESUS",1
Colombia,2013,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,SIC EDITORIAL LTDA.,1
Colombia,2013,800 - Literatura y retórica,NEERLANDÉS,ESPAÑOL,ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,2
Colombia,2013,800 - Literatura y retórica,NEERLANDÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,BABEL LIBROS S.A.S.,3
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,9
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,TALLER DE EDICION-ROCCA S.A.,8
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,TRAGALUZ EDITORES S.A.S.,3
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,MULTILINGÜE,TRAGALUZ EDITORES S.A.S.,2
Colombia,2013,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,EL PEREGRINO EDICIONES SAS,1
Colombia,2013,800 - Literatura y retórica,RUMANO,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2013,800 - Literatura y retórica,RUMANO,ESPAÑOL,EDUCACTIVA,1
Colombia,2013,800 - Literatura y retórica,RUSO,ESPAÑOL,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,1
Colombia,2013,800 - Literatura y retórica,RUSO,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2013,800 - Literatura y retórica,RUSO,ESPAÑOL,EDUCACTIVA,3
Colombia,2013,800 - Literatura y retórica,RUSO,ESPAÑOL,GRUPO PENTA DISTRIBUIDORES S.A.S,1
Colombia,2013,800 - Literatura y retórica,TURCO,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2013,800 - Literatura y retórica,ÁRABE,ESPAÑOL,GRUPO PLANETA,1
Colombia,2013,900 - Geografía e historia,ALEMÁN,ESPAÑOL,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,1
Colombia,2013,900 - Geografía e historia,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,2
Colombia,2013,900 - Geografía e historia,ESPAÑOL,INGLÉS,BILINEATA PUBLISHING SAS,2
Colombia,2013,900 - Geografía e historia,ESPAÑOL,INGLÉS,I/M EDITORES,1
Colombia,2013,900 - Geografía e historia,ESPAÑOL,INGLÉS,WILD E HIJOS SAS,1
Colombia,2013,900 - Geografía e historia,FRANCÉS,ESPAÑOL,SOCIEDAD GEOGRAFICA DE COLOMBIA,2
Colombia,2013,900 - Geografía e historia,FRANCÉS,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,2
Colombia,2013,900 - Geografía e historia,INGLÉS,ESPAÑOL,ALCALDIA MAYOR DE BOGOTA D.C. - SECRETARIA GENERAL,1
Colombia,2013,900 - Geografía e historia,INGLÉS,ESPAÑOL,FUNDACION UNIVERSIDAD DEL NORTE,2
Colombia,2013,900 - Geografía e historia,INGLÉS,ESPAÑOL,GRUPO PLANETA,3
Colombia,2013,900 - Geografía e historia,INGLÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2013,900 - Geografía e historia,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2013,900 - Geografía e historia,ITALIANO,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2013,900 - Geografía e historia,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD DE LA SABANA,2
Colombia,2013,900 - Geografía e historia,LENGUA NO DETERMINADA,MULTILINGÜE,SOMOS EDITORES LTDA.,1
Colombia,2013,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2013,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,INSTITUTO DISTRITAL DE LAS ARTES,1
Colombia,2013,900 - Geografía e historia,RUSO,ESPAÑOL,EDICIONES B,1
Colombia,2014,0 - Generalidades,ALEMÁN,ESPAÑOL,ARISMA S.A,3
Colombia,2014,0 - Generalidades,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2014,0 - Generalidades,ESPAÑOL,ÁRABE,"FARES DE LIBBOS, HELEN",1
Colombia,2014,0 - Generalidades,FINÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,0 - Generalidades,FRANCÉS,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2014,0 - Generalidades,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,2
Colombia,2014,0 - Generalidades,FRANCÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,2
Colombia,2014,0 - Generalidades,INGLÉS,ESPAÑOL,ALFAOMEGA GRUPO EDITOR,1
Colombia,2014,0 - Generalidades,INGLÉS,ESPAÑOL,"CENTRO DE ESTUDIOS DE DERECHO, JUSTICIA Y SOCIEDAD",2
Colombia,2014,0 - Generalidades,INGLÉS,ESPAÑOL,GRUPO PLANETA,2
Colombia,2014,0 - Generalidades,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,14
Colombia,2014,0 - Generalidades,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,14
Colombia,2014,0 - Generalidades,INGLÉS,INGLÉS,ALFAOMEGA GRUPO EDITOR,2
Colombia,2014,0 - Generalidades,INGLÉS,PERSA,FUNDACION DL PUBLICACIONES,1
Colombia,2014,0 - Generalidades,ITALIANO,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2014,0 - Generalidades,JAPONÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,3
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,ESCUELA DE GUIAS Y ADIESTRAMIENTO CANINO DE LA POLICIA NACIONAL DE COLOMBIA,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,ARTE EN COLOMBIA S A S,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,CORPORACION SOCIOCULTURAL DE AFRODECENDIENTES ATAOLE,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,GRAN TIERRA ENERGY COLOMBIA LTD,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,INSTITUTO DE TURISMO DEL META,1
Colombia,2014,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,"LEON ESPITIA, RICARDO",2
Colombia,2014,0 - Generalidades,PORTUGUÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,COMERCIALIZADORA CONO SUR LTDA,1
Colombia,2014,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,EDITORIAL SOLAR SAS,1
Colombia,2014,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,2
Colombia,2014,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2014,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,1
Colombia,2014,100 - Filosofía y psicología,ESPAÑOL,INGLÉS,"LONDONO DE ZULETA, LUZ MARIA",1
Colombia,2014,100 - Filosofía y psicología,ESPAÑOL,INGLÉS,SOCIEDAD INTERNACIONAL PARA LA CONCIENCIA DE KRISHNA,1
Colombia,2014,100 - Filosofía y psicología,ESPAÑOL,MULTILINGÜE,"JACOME CHEYNE, MARIO ANTONIO",1
Colombia,2014,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,ASOCIACION FRATERNIDAD BLANCA UNIVERSAL,1
Colombia,2014,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,EDICIONES AKERENA - EMPRESA UNIPERSONAL,1
Colombia,2014,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,EDITORIAL SOLAR SAS,1
Colombia,2014,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,26
Colombia,2014,100 - Filosofía y psicología,GRIEGO,ESPAÑOL,"QUIROZ DE VARGAS, LUCIA / EXITO EDICIONES",2
Colombia,2014,100 - Filosofía y psicología,GRIEGO,MULTILINGÜE,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,1
Colombia,2014,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,EDICIONES AKERENA - EMPRESA UNIPERSONAL,1
Colombia,2014,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,"GARAVITO PINZON, JOSE GERMAN / MULTIPAPELES EDITORES",3
Colombia,2014,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,GRUPO PLANETA,6
Colombia,2014,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,5
Colombia,2014,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,6
Colombia,2014,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2014,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,5
Colombia,2014,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,"VARGAS SAENZ, MARIO ENRIQUE",1
Colombia,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD NACIONAL DE COLOMBIA,2
Colombia,2014,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,EDITORIAL SOLAR SAS,1
Colombia,2014,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,100 - Filosofía y psicología,SÁNSCRITO,ESPAÑOL,SOCIEDAD INTERNACIONAL PARA LA CONCIENCIA DE KRISHNA,1
Colombia,2014,200 - Religión,ALEMÁN,ESPAÑOL,ASOCIACION VIDA UNIVERSAL,2
Colombia,2014,200 - Religión,ALEMÁN,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2014,200 - Religión,COREANO,ESPAÑOL,"PARK, YOUNG GIL",1
Colombia,2014,200 - Religión,ESPAÑOL,INGLÉS,CENTRO REGIONAL PARA EL FOMENTO DEL LIBRO EN AMERICA LATINA Y EL CARIBE,1
Colombia,2014,200 - Religión,ESPAÑOL,INGLÉS,"ECHEVERRY NARANJO, JUAN ALBERTO",4
Colombia,2014,200 - Religión,ESPAÑOL,INGLÉS,"ORTEGA TAMAYO, VICTOR MANUEL",1
Colombia,2014,200 - Religión,ESPAÑOL,MULTILINGÜE,G12 EDITORES SAS,7
Colombia,2014,200 - Religión,ESPAÑOL,PORTUGUÉS,CENTRO REGIONAL PARA EL FOMENTO DEL LIBRO EN AMERICA LATINA Y EL CARIBE,1
Colombia,2014,200 - Religión,FRANCÉS,ESPAÑOL,COMPANIA DE MARIA PADRES MONTFORTIANOS - EDIMONTFORTIANOS,1
Colombia,2014,200 - Religión,FRANCÉS,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,200 - Religión,FRANCÉS,ESPAÑOL,FUNDACION PARA VIVIR EL ZEN,1
Colombia,2014,200 - Religión,FRANCÉS,ESPAÑOL,INSTITUTO TECNOLOGICO METROPOLITANO,1
Colombia,2014,200 - Religión,HEBREO,MULTILINGÜE,"RODRIGUEZ GONZALEZ, MIGUEL ANGEL",1
Colombia,2014,200 - Religión,INGLÉS,ESPAÑOL,ASOCIACION EDITORIAL BUENA SEMILLA,9
Colombia,2014,200 - Religión,INGLÉS,ESPAÑOL,ASOCIACION POIEMA PUBLICACIONES,6
Colombia,2014,200 - Religión,INGLÉS,ESPAÑOL,CENTRO DE LITERATURA CRISTIANA,18
Colombia,2014,200 - Religión,INGLÉS,ESPAÑOL,"OSPINO PINEDO, MONICA ESTHER",4
Colombia,2014,200 - Religión,INGLÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,8
Colombia,2014,200 - Religión,INGLÉS,MULTILINGÜE,CENTRO DE LITERATURA CRISTIANA,4
Colombia,2014,200 - Religión,INGLÉS,MULTILINGÜE,PUBLICACIONES CRISTIANAS IBEROAMERICANAS LTDA.,4
Colombia,2014,200 - Religión,ITALIANO,ESPAÑOL,EDICIONES B,1
Colombia,2014,200 - Religión,ITALIANO,ESPAÑOL,"FANDINO FRANKY, ALVARO",1
Colombia,2014,200 - Religión,ITALIANO,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,2
Colombia,2014,200 - Religión,ITALIANO,ESPAÑOL,MISIONEROS DE SAN CARLOS SCALABRINIANOS,1
Colombia,2014,200 - Religión,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,12
Colombia,2014,200 - Religión,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2014,200 - Religión,LENGUA NO DETERMINADA,ESPAÑOL,"GARAVITO PINZON, JOSE GERMAN / MULTIPAPELES EDITORES",1
Colombia,2014,200 - Religión,LENGUA NO DETERMINADA,MULTILINGÜE,"RODRIGUEZ GONZALEZ, MIGUEL ANGEL",3
Colombia,2014,200 - Religión,POLACO,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,200 - Religión,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2014,200 - Religión,PORTUGUÉS,ESPAÑOL,MISIONEROS DE SAN CARLOS SCALABRINIANOS,1
Colombia,2014,200 - Religión,PORTUGUÉS,ESPAÑOL,ORDEN DE LA SANTA CRUZ,1
Colombia,2014,200 - Religión,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,3
Colombia,2014,300 - Ciencias sociales,ALEMÁN,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2014,300 - Ciencias sociales,ALEMÁN,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,300 - Ciencias sociales,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,2
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,ESPAÑOL,EDICIONES GAMMA S.A.,1
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,ESPAÑOL,EDITORIAL HUELLAS SAS,1
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,GRIEGO,PUNTOAPARTE LTDA.,1
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,INGLÉS,INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLIN,2
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,INGLÉS,"LOPERA GUTIERREZ, JOAQUIN JAIME",1
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,INGLÉS,UNIVERSIDAD COOPERATIVA DE COLOMBIA,1
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,MULTILINGÜE,INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLIN,2
Colombia,2014,300 - Ciencias sociales,ESPAÑOL,PORTUGUÉS,INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLIN,2
Colombia,2014,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,ABC EDITORES LIBRERIA LTDA.,3
Colombia,2014,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,GRUPO LEGIS,1
Colombia,2014,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2014,300 - Ciencias sociales,FRANCÉS,ESPAÑOL,PLAZA & JANES EDITORES,1
Colombia,2014,300 - Ciencias sociales,INGLÉS,ESPAÑOL,BARAKA GNG3 SAS,12
Colombia,2014,300 - Ciencias sociales,INGLÉS,ESPAÑOL,GRUPO PLANETA,4
Colombia,2014,300 - Ciencias sociales,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,10
Colombia,2014,300 - Ciencias sociales,INGLÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,5
Colombia,2014,300 - Ciencias sociales,INGLÉS,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,6
Colombia,2014,300 - Ciencias sociales,INGLÉS,INGLÉS,EDITORIAL BUSINESS LEARNING STRATEGIES SAS,1
Colombia,2014,300 - Ciencias sociales,INGLÉS,MULTILINGÜE,EDITORIAL 3J MEDIA SAS,6
Colombia,2014,300 - Ciencias sociales,INGLÉS,MULTILINGÜE,FUNDACION INSTITUTO RUHI,1
Colombia,2014,300 - Ciencias sociales,INGLÉS,PERSA,FUNDACION INSTITUTO RUHI,1
Colombia,2014,300 - Ciencias sociales,INGLÉS,ÁRABE,FUNDACION INSTITUTO RUHI,1
Colombia,2014,300 - Ciencias sociales,ITALIANO,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,2
Colombia,2014,300 - Ciencias sociales,ITALIANO,ESPAÑOL,"GALVIS, MARCO ANTONIO / LIBRERIA JURIDICA AXEL",1
Colombia,2014,300 - Ciencias sociales,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,ESPAÑOL,BARAKA GNG3 SAS,1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,ESPAÑOL,"DEPARTAMENTO ADMINISTRATIVO DE CIENCIA, TECNOLOGIA E INNOVACION",2
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL HUELLAS SAS,1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,5
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,ESPAÑOL,INSTITUTO DE EDUCACION E INVESTIGACION MANUEL ZAPATA OLIVELLA,1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,INGLÉS,INSTITUTO DISTRITAL DE TURISMO,2
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,MULTILINGÜE,"ALDANA FULA, JOSE PASTOR",1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,MULTILINGÜE,CABILDO INDIGENA DEL RESGUARDO DE JAMBALO,1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,MULTILINGÜE,CORPORACION ACCION CIUDADANA COLOMBIA,1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,MULTILINGÜE,"CORPORACION PARA LA PARTICIPACION, INTEGRACION Y DESARROLLO",1
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,MULTILINGÜE,FUNDACION PROMIGAS,4
Colombia,2014,300 - Ciencias sociales,LENGUA NO DETERMINADA,PORTUGUÉS,INSTITUTO DISTRITAL DE TURISMO,2
Colombia,2014,300 - Ciencias sociales,POLACO,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,"CENTRO DE ESTUDIOS DE DERECHO, JUSTICIA Y SOCIEDAD",2
Colombia,2014,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,CORPORACION DE CAPACITACION Y APOYO A LA DISCAPACIDAD,1
Colombia,2014,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,2
Colombia,2014,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2014,300 - Ciencias sociales,PORTUGUÉS,ESPAÑOL,UNIVERSIDAD DE MEDELLIN,1
Colombia,2014,400  - Lenguas,ESPAÑOL,PORTUGUÉS,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,3
Colombia,2014,400  - Lenguas,INGLÉS,ESPAÑOL,INSTITUTO CARO Y CUERVO,1
Colombia,2014,400  - Lenguas,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2014,400  - Lenguas,LENGUA NO DETERMINADA,ESPAÑOL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2014,400  - Lenguas,LENGUA NO DETERMINADA,MULTILINGÜE,CABILDO INDIGENA DEL RESGUARDO DE JAMBALO,1
Colombia,2014,400  - Lenguas,LENGUA NO DETERMINADA,MULTILINGÜE,"GIRALDO MEDINA, RAMON HERNANDO",3
Colombia,2014,400  - Lenguas,LENGUA NO DETERMINADA,RUSO,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2014,400 - Lenguas,ESPAÑOL,ALEMÁN,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,2
Colombia,2014,400 - Lenguas,ESPAÑOL,ESPAÑOL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,3
Colombia,2014,400 - Lenguas,ESPAÑOL,INGLÉS,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,2
Colombia,2014,400 - Lenguas,ESPAÑOL,ITALIANO,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,2
Colombia,2014,400 - Lenguas,ESPAÑOL,MULTILINGÜE,3J EDITORES S.A,1
Colombia,2014,400 - Lenguas,ESPAÑOL,MULTILINGÜE,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,4
Colombia,2014,400 - Lenguas,FRANCÉS,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,2
Colombia,2014,400 - Lenguas,INGLÉS,ESPAÑOL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2014,400 - Lenguas,INGLÉS,MULTILINGÜE,3J EDITORES S.A,16
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,ALEMÁN,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,ESPAÑOL,"ACOSTA RESTREPO, DEISY YADIRA",2
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,ESPAÑOL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,5
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,INGLÉS,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,2
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,ITALIANO,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,JAPONÉS,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,2
