PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,EDITORIAL,CANTIDAD
Guatemala,2013,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,48
Guatemala,2013,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,"SUSAETA EDICIONES GUATEMALA,S.A.",6
Guatemala,2013,500 - Ciencias naturales y matemáticas,TRADUCIDO,EDITORIAL MAYA' WUJ,1
Guatemala,2013,500 - Ciencias naturales y matemáticas,TRADUCIDO,GRUPO SANTILLANA,1
Guatemala,2013,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"EDICIONES DON QUIJOTE, S.A.",3
Guatemala,2013,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORA EDUCATIVA,23
Guatemala,2013,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"MOLINA LEIVA, JOSE ERNESTO",5
Guatemala,2013,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"PROYECTOS DE EDUCACION DE INFORMATICA, S.A.",8
Guatemala,2013,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,4
Guatemala,2013,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"GRUPO AMANUENSE, S.A.",1
Guatemala,2013,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"EDICIONES POLYMITA, SOCIEDAD ANONIMA",2
Guatemala,2013,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL DELMMI CENTROAMERICA S.A.,12
Guatemala,2013,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"PORTILLO, ARTURO",3
Guatemala,2013,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,THELMA CASTILLO,6
Guatemala,2013,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,4
Guatemala,2013,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"SPINOLA ASTURIAS, ANDRES",1
Guatemala,2013,800 - Literatura y retórica,NO TRADUCIDO,ACTIVA EDUCA S.A.,57
Guatemala,2013,800 - Literatura y retórica,NO TRADUCIDO,DIRECCION GENERAL DE LAS ARTES,12
Guatemala,2013,800 - Literatura y retórica,NO TRADUCIDO,"EDITORIAL PALO DE HORMIGO, SRL",14
Guatemala,2013,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,11
Guatemala,2013,800 - Literatura y retórica,NO TRADUCIDO,INDELEBLE EDITORES,15
Guatemala,2013,800 - Literatura y retórica,TRADUCIDO,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,1
Guatemala,2013,800 - Literatura y retórica,TRADUCIDO,GARE DE CREACION,1
Guatemala,2013,800 - Literatura y retórica,TRADUCIDO,"GRUPO AMANUENSE, S.A.",2
Guatemala,2013,800 - Literatura y retórica,TRADUCIDO,"KREBS KATZ, WILHELM ALEXANDER",1
Guatemala,2013,900 - Geografía e historia,NO TRADUCIDO,"AGUIRRE ALCAZAR, ARTURO JAVIER",4
Guatemala,2013,900 - Geografía e historia,NO TRADUCIDO,"EDICIONES POLYMITA, SOCIEDAD ANONIMA",2
Guatemala,2013,900 - Geografía e historia,NO TRADUCIDO,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,3
Guatemala,2013,900 - Geografía e historia,NO TRADUCIDO,GARE DE CREACION,5
Guatemala,2013,900 - Geografía e historia,NO TRADUCIDO,USAC CENTRO DE ESTUDIOS URBANOS Y REGIONALES,6
Guatemala,2013,900 - Geografía e historia,TRADUCIDO,ASOCIACION PARA EL AVANCE DE LAS CIENCIAS SOCIALES EN GUATEMALA,1
Guatemala,2013,900 - Geografía e historia,TRADUCIDO,"LOBOS MENDOZA, VICTOR HUGO",1
Guatemala,2013,900 - Geografía e historia,TRADUCIDO,USAC CENTRO DE ESTUDIOS URBANOS Y REGIONALES,1
Guatemala,2014,0 - Generalidades,NO TRADUCIDO,INSTITUTO CENTROAMERICANO DE ESTUDIOS FISCALES,6
Guatemala,2014,0 - Generalidades,NO TRADUCIDO,MAGNA TERRA EDITORES,17
Guatemala,2014,0 - Generalidades,NO TRADUCIDO,"SERVIPRENSA, S.A.",25
Guatemala,2014,0 - Generalidades,NO TRADUCIDO,UNIVERSIDAD FRANCISCO MARROQUIN,12
Guatemala,2014,0 - Generalidades,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,32
Guatemala,2014,0 - Generalidades,TRADUCIDO,ASOCIACION DE AMIGOS DEL MUSEO IXCHEL,1
Guatemala,2014,0 - Generalidades,TRADUCIDO,EVANED GRUPO EDITORIAL,2
Guatemala,2014,0 - Generalidades,TRADUCIDO,"LOPEZ HERRARTE BRUNI, JOSE MARIANO",1
Guatemala,2014,0 - Generalidades,TRADUCIDO,"MARTINEZ LOPEZ, JUAN CARLOS",1
Guatemala,2014,0 - Generalidades,TRADUCIDO,UNIVERSIDAD FRANCISCO MARROQUIN,2
Guatemala,2014,100 - Filosofía y psicología,NO TRADUCIDO,ASOCIACION MEDICOS DESCALZOS,2
Guatemala,2014,100 - Filosofía y psicología,NO TRADUCIDO,"MALDONADO GONZALEZ, ANA GABRIELA",24
Guatemala,2014,100 - Filosofía y psicología,NO TRADUCIDO,PUNTO CREATIVO,2
Guatemala,2014,100 - Filosofía y psicología,NO TRADUCIDO,"SERVIPRENSA, S.A.",2
Guatemala,2014,100 - Filosofía y psicología,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,2
Guatemala,2014,100 - Filosofía y psicología,TRADUCIDO,"PRADO, GABRIELA",1
Guatemala,2014,200 - Religión,NO TRADUCIDO,CASA DE DIOS,3
Guatemala,2014,200 - Religión,NO TRADUCIDO,"GALVEZ ALVARADO, RIGOBERTO MANUEL",6
Guatemala,2014,200 - Religión,NO TRADUCIDO,HEBRON,3
Guatemala,2014,200 - Religión,NO TRADUCIDO,"MONTENEGRO GONZALEZ, CARMEN MARIA",4
Guatemala,2014,200 - Religión,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,3
Guatemala,2014,200 - Religión,TRADUCIDO,EDICIONES SEMILLA,1
Guatemala,2014,200 - Religión,TRADUCIDO,EDITORIAL LLAMADA DE MEDIANOCHE,1
Guatemala,2014,300 - Ciencias sociales,NO TRADUCIDO,ACTIVA EDUCA S.A.,13
Guatemala,2014,300 - Ciencias sociales,NO TRADUCIDO,EDITORA EDUCATIVA,14
Guatemala,2014,300 - Ciencias sociales,NO TRADUCIDO,GRUPO SANTILLANA,43
Guatemala,2014,300 - Ciencias sociales,NO TRADUCIDO,"SERVIPRENSA, S.A.",21
Guatemala,2014,300 - Ciencias sociales,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,17
Guatemala,2014,300 - Ciencias sociales,TRADUCIDO,ASOCIACION PARA EL AVANCE DE LAS CIENCIAS SOCIALES EN GUATEMALA,1
Guatemala,2014,300 - Ciencias sociales,TRADUCIDO,"BERMUDEZ SANCHEZ, ELTON GABRIEL",1
Guatemala,2014,300 - Ciencias sociales,TRADUCIDO,"CAMACHO ESTRADA, KATHERINE MARIA",1
Guatemala,2014,300 - Ciencias sociales,TRADUCIDO,GARE DE CREACION,3
Guatemala,2014,300 - Ciencias sociales,TRADUCIDO,"SERVIPRENSA, S.A.",2
Guatemala,2014,400 - Lenguas,NO TRADUCIDO,"CHANG WEI, TZU-WEN",7
Guatemala,2014,400 - Lenguas,NO TRADUCIDO,EDITORIAL DELMMI CENTROAMERICA S.A.,6
Guatemala,2014,400 - Lenguas,NO TRADUCIDO,GRUPO SANTILLANA,64
Guatemala,2014,400 - Lenguas,NO TRADUCIDO,"IXJOTOP PUAC, JORGE ANSELMO",20
Guatemala,2014,400 - Lenguas,NO TRADUCIDO,"SUSAETA EDICIONES GUATEMALA,S.A.",9
Guatemala,2014,400 - Lenguas,TRADUCIDO,GRUPO SANTILLANA,1
Guatemala,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ACTIVA EDUCA S.A.,26
Guatemala,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL DELMMI CENTROAMERICA S.A.,12
Guatemala,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GARE DE CREACION,32
Guatemala,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,120
Guatemala,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,"SUSAETA EDICIONES GUATEMALA,S.A.",6
Guatemala,2014,500 - Ciencias naturales y matemáticas,TRADUCIDO,"EDICIONES POLYMITA, SOCIEDAD ANONIMA",1
Guatemala,2014,500 - Ciencias naturales y matemáticas,TRADUCIDO,GARE DE CREACION,26
Guatemala,2014,500 - Ciencias naturales y matemáticas,TRADUCIDO,INSTITUTO DE NUTRICION DE CENTROAMERICA Y PANAMA,1
Guatemala,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"CIENCIAS FORENSES DE GUATEMALA, INSTITUTO NACIONAL DE",3
Guatemala,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORA EDUCATIVA,11
Guatemala,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,OFICINA SANITARIA PANAMERICANA,3
Guatemala,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"PROYECTOS DE EDUCACION DE INFORMATICA, S.A.",21
Guatemala,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"SARCENO MARTINEZ, HEMPLER DAVID",4
Guatemala,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ASOCIACION CIUDAD DE LA IMAGINACION,3
Guatemala,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO SANTILLANA,4
Guatemala,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"SERVIPRENSA, S.A.",3
Guatemala,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"SINAY SANTOS, SERGIO ANTONIO",3
Guatemala,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,5
Guatemala,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"EDICIONES POLYMITA, SOCIEDAD ANONIMA",1
Guatemala,2014,800 - Literatura y retórica,NO TRADUCIDO,ACTIVA EDUCA S.A.,13
Guatemala,2014,800 - Literatura y retórica,NO TRADUCIDO,DIRECCION GENERAL DE LAS ARTES,13
Guatemala,2014,800 - Literatura y retórica,NO TRADUCIDO,"GRUPO AMANUENSE, S.A.",11
Guatemala,2014,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,38
Guatemala,2014,800 - Literatura y retórica,NO TRADUCIDO,INDELEBLE EDITORES,11
Guatemala,2014,800 - Literatura y retórica,TRADUCIDO,DIRECCION GENERAL DE LAS ARTES,1
Guatemala,2014,800 - Literatura y retórica,TRADUCIDO,GARE DE CREACION,1
Guatemala,2014,800 - Literatura y retórica,TRADUCIDO,"GRUPO AMANUENSE, S.A.",5
Guatemala,2014,900 - Geografía e historia,NO TRADUCIDO,CORTE DE CONSTITUCIONALIDAD,2
Guatemala,2014,900 - Geografía e historia,NO TRADUCIDO,"EDICIONES PAPIRO, S.A.",2
Guatemala,2014,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL OSCAR DE LEON PALACIOS,2
Guatemala,2014,900 - Geografía e historia,NO TRADUCIDO,GARE DE CREACION,7
Guatemala,2014,900 - Geografía e historia,NO TRADUCIDO,USAC CENTRO DE ESTUDIOS URBANOS Y REGIONALES,6
Guatemala,2014,900 - Geografía e historia,TRADUCIDO,"EDICIONES PAPIRO, S.A.",1
Guatemala,2014,900 - Geografía e historia,TRADUCIDO,"EDITORIAL PALO DE HORMIGO, SRL",1
Guatemala,2015,0 - Generalidades,NO TRADUCIDO,ASOCIACION DE SERVICIOS EDUCATIVOS Y CULTURALES-INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA,16
Guatemala,2015,0 - Generalidades,NO TRADUCIDO,GRUPO SANTILLANA,7
Guatemala,2015,0 - Generalidades,NO TRADUCIDO,MAGNA TERRA EDITORES,9
Guatemala,2015,0 - Generalidades,NO TRADUCIDO,"SERVIPRENSA, S.A.",13
Guatemala,2015,0 - Generalidades,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,17
Guatemala,2015,0 - Generalidades,TRADUCIDO,EDICIONES MAYA' NA'OJ,3
Guatemala,2015,0 - Generalidades,TRADUCIDO,"EDICIONES POLYMITA, SOCIEDAD ANONIMA",1
Guatemala,2015,0 - Generalidades,TRADUCIDO,EQUIPO DE ESTUDIOS COMUNITARIOS Y ACCION PSICOSOCIAL,1
Guatemala,2015,100 - Filosofía y psicología,NO TRADUCIDO,"DEL AGUILA DE LEON, ASTRID YOHANNA",3
Guatemala,2015,100 - Filosofía y psicología,NO TRADUCIDO,"FIGUEROA CHEESMAN, MARIA DE LOS ANGELES",9
Guatemala,2015,100 - Filosofía y psicología,NO TRADUCIDO,"FUNDASISTEMAS, FUNDACION",3
Guatemala,2015,100 - Filosofía y psicología,NO TRADUCIDO,"MALDONADO GONZALEZ, ANA GABRIELA",12
Guatemala,2015,100 - Filosofía y psicología,NO TRADUCIDO,ORGANIZACION DE ESTADOS IBEROAMERICANOS PARA LA EDUCACION LA CIENCIA Y LA CULTURA,3
Guatemala,2015,100 - Filosofía y psicología,TRADUCIDO,"FIGUEROA CHEESMAN, MARIA DE LOS ANGELES",1
Guatemala,2015,100 - Filosofía y psicología,TRADUCIDO,"SCIDEAS, COPROPIEDAD",1
Guatemala,2015,200 - Religión,NO TRADUCIDO,"ARZU RAMIREZ, CESAR DONALDO",2
Guatemala,2015,200 - Religión,NO TRADUCIDO,"BRACAMONTE DE MADRID, NINOSCHKA",2
Guatemala,2015,200 - Religión,NO TRADUCIDO,EDITORIAL MAYA' WUJ,6
Guatemala,2015,200 - Religión,NO TRADUCIDO,"SERVIPRENSA, S.A.",3
Guatemala,2015,200 - Religión,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,4
Guatemala,2015,200 - Religión,TRADUCIDO,EDITORIAL LLAMADA DE MEDIANOCHE,7
Guatemala,2015,200 - Religión,TRADUCIDO,HEBRON,1
Guatemala,2015,300 - Ciencias sociales,NO TRADUCIDO,ASOCIACION RAFAEL AYAU,10
Guatemala,2015,300 - Ciencias sociales,NO TRADUCIDO,GRUPO SANTILLANA,56
Guatemala,2015,300 - Ciencias sociales,NO TRADUCIDO,OFICINA SANITARIA PANAMERICANA,9
Guatemala,2015,300 - Ciencias sociales,NO TRADUCIDO,"SERVIPRENSA, S.A.",11
Guatemala,2015,300 - Ciencias sociales,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,22
Guatemala,2015,300 - Ciencias sociales,TRADUCIDO,"DE LEON ROMERO, MELANY DANIELA",1
Guatemala,2015,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COLIBRI,7
Guatemala,2015,300 - Ciencias sociales,TRADUCIDO,"PEREZ AGUIRRE, SONIA ELIZABETH",2
Guatemala,2015,400 - Lenguas,NO TRADUCIDO,ASOCIACION DE SERVICIOS EDUCATIVOS Y CULTURALES-INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA,1
Guatemala,2015,400 - Lenguas,NO TRADUCIDO,EDITORA EDUCATIVA,1
Guatemala,2015,400 - Lenguas,NO TRADUCIDO,FUNDACION CHOLSAMAJ,2
Guatemala,2015,400 - Lenguas,NO TRADUCIDO,GARE DE CREACION,2
Guatemala,2015,400 - Lenguas,NO TRADUCIDO,GRUPO SANTILLANA,147
Guatemala,2015,400 - Lenguas,TRADUCIDO,GRUPO SANTILLANA,1
Guatemala,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ACTIVA EDUCA S.A.,42
Guatemala,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ASOCIACION DE SERVICIOS EDUCATIVOS Y CULTURALES-INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA,8
Guatemala,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ASOCIACION RAFAEL AYAU,5
Guatemala,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,147
Guatemala,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,7
Guatemala,2015,500 - Ciencias naturales y matemáticas,TRADUCIDO,"GRUPO AMANUENSE, S.A.",2
Guatemala,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"CIENCIAS FORENSES DE GUATEMALA, INSTITUTO NACIONAL DE",2
Guatemala,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORA EDUCATIVA,4
Guatemala,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"GARCIA CHOXOM, MIGUEL ANGEL",2
Guatemala,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,OFICINA SANITARIA PANAMERICANA,8
Guatemala,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"PROYECTOS DE EDUCACION DE INFORMATICA, S.A.",8
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORA EDUCATIVA,10
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO SANTILLANA,17
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"INDUSTRIA EDITORIAL GUATEMALTECA, S. A.",6
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,PRODUCCIONES EDUCATIVAS GUATEMALTECAS,9
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,4
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"MURPHY GRACIAS, FREDDY ALEXANDER",2
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"PIRIR PINEDA, MANUEL ORLANDO FEDERICO",1
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"ROZAS BOTRAN, JOSE LUIS",1
Guatemala,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"SPINOLA ASTURIAS, ANDRES",1
Guatemala,2015,800 - Literatura y retórica,NO TRADUCIDO,ACTIVA EDUCA S.A.,32
Guatemala,2015,800 - Literatura y retórica,NO TRADUCIDO,DIRECCION GENERAL DE LAS ARTES,11
Guatemala,2015,800 - Literatura y retórica,NO TRADUCIDO,GARE DE CREACION,11
Guatemala,2015,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,43
Guatemala,2015,800 - Literatura y retórica,NO TRADUCIDO,INDELEBLE EDITORES,12
Guatemala,2015,800 - Literatura y retórica,TRADUCIDO,CAFEINA EDITORES,1
Guatemala,2015,800 - Literatura y retórica,TRADUCIDO,COMUNICACIONES ALTERNAS,1
Guatemala,2015,800 - Literatura y retórica,TRADUCIDO,EDITORIAL PIEDRA SANTA,1
Guatemala,2015,800 - Literatura y retórica,TRADUCIDO,GARE DE CREACION,29
Guatemala,2015,900 - Geografía e historia,NO TRADUCIDO,ASOCIACION RAFAEL AYAU,4
Guatemala,2015,900 - Geografía e historia,NO TRADUCIDO,DIRECCION GENERAL DEL DIARIO DE CENTRO AMERICA Y TIPOGRAFIA NACIONAL,3
Guatemala,2015,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL EPISTEME,2
Guatemala,2015,900 - Geografía e historia,NO TRADUCIDO,"LARA, JUAN DIEGO",4
Guatemala,2015,900 - Geografía e historia,NO TRADUCIDO,"URRUELA VILLACORTA, ANA MARIA",9
Guatemala,2015,900 - Geografía e historia,TRADUCIDO,"EDICIONES POLYMITA, SOCIEDAD ANONIMA",2
Guatemala,2016,0 - Generalidades,NO TRADUCIDO,ASOCIACION DE SERVICIOS EDUCATIVOS Y CULTURALES-INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA,12
Guatemala,2016,0 - Generalidades,NO TRADUCIDO,INSTITUTO CENTROAMERICANO DE ESTUDIOS FISCALES,22
Guatemala,2016,0 - Generalidades,NO TRADUCIDO,MAGNA TERRA EDITORES,9
Guatemala,2016,0 - Generalidades,NO TRADUCIDO,"SERVIPRENSA, S.A.",26
Guatemala,2016,0 - Generalidades,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,16
Guatemala,2016,0 - Generalidades,TRADUCIDO,UNIVERSIDAD FRANCISCO MARROQUIN,2
Guatemala,2016,100 - Filosofía y psicología,NO TRADUCIDO,"FIGUEROA CHEESMAN, MARIA DE LOS ANGELES",3
Guatemala,2016,100 - Filosofía y psicología,NO TRADUCIDO,"FUNDASISTEMAS, FUNDACION",4
Guatemala,2016,100 - Filosofía y psicología,NO TRADUCIDO,"MALDONADO GONZALEZ, ANA GABRIELA",4
Guatemala,2016,100 - Filosofía y psicología,NO TRADUCIDO,MINISTERIO DE EDUCACION / DIGECADE,6
Guatemala,2016,100 - Filosofía y psicología,NO TRADUCIDO,UNIVERSIDAD FRANCISCO MARROQUIN,5
Guatemala,2016,100 - Filosofía y psicología,TRADUCIDO,"CULTURA ESCOLAR DE GUATEMALA, S.A.",1
Guatemala,2016,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL EPISTEME,1
Guatemala,2016,100 - Filosofía y psicología,TRADUCIDO,"RIVERA CHAVARRIA, MARIO EDILBERTO",1
Guatemala,2016,200 - Religión,NO TRADUCIDO,"ARGUETA URIZAR, CARLOS HUMBERTO",3
Guatemala,2016,200 - Religión,NO TRADUCIDO,CASA DE DIOS,7
Guatemala,2016,200 - Religión,NO TRADUCIDO,EDITORIAL LLAMADA DE MEDIANOCHE,2
Guatemala,2016,200 - Religión,NO TRADUCIDO,EDITORIAL PUNTO DE ESTUDIO,2
Guatemala,2016,200 - Religión,NO TRADUCIDO,"FIGUEROA PALACIOS, BUENAVENTURA",3
Guatemala,2016,200 - Religión,TRADUCIDO,EDITORIAL LLAMADA DE MEDIANOCHE,3
Guatemala,2016,200 - Religión,TRADUCIDO,"GUATEMALA, RHEMA",1
Guatemala,2016,200 - Religión,TRADUCIDO,"RECURSOS EDUCATIVOS ACSI, S.A.",6
Guatemala,2016,300 - Ciencias sociales,NO TRADUCIDO,ACTIVA EDUCA S.A.,10
Guatemala,2016,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL ESTUDIANTIL FENIX,23
Guatemala,2016,300 - Ciencias sociales,NO TRADUCIDO,GRUPO SANTILLANA,23
Guatemala,2016,300 - Ciencias sociales,NO TRADUCIDO,"SERVIPRENSA, S.A.",16
Guatemala,2016,300 - Ciencias sociales,NO TRADUCIDO,UNIVERSIDAD RAFAEL LANDIVAR,21
Guatemala,2016,300 - Ciencias sociales,TRADUCIDO,"DEL PENSATIVO, SOCIEDAD ANONIMA",1
Guatemala,2016,300 - Ciencias sociales,TRADUCIDO,EDITORIAL ESTUDIANTIL FENIX,1
Guatemala,2016,300 - Ciencias sociales,TRADUCIDO,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,1
Guatemala,2016,300 - Ciencias sociales,TRADUCIDO,GARE DE CREACION,1
Guatemala,2016,300 - Ciencias sociales,TRADUCIDO,"VELASQUEZ GOMEZ, IVAN",1
Guatemala,2016,400 - Lenguas,NO TRADUCIDO,EDITORIAL CAZAM AH,3
Guatemala,2016,400 - Lenguas,NO TRADUCIDO,EDITORIAL MAYA' WUJ,3
Guatemala,2016,400 - Lenguas,NO TRADUCIDO,GRUPO SANTILLANA,26
Guatemala,2016,400 - Lenguas,NO TRADUCIDO,"MALDONADO GONZALEZ, ANA GABRIELA",3
Guatemala,2016,400 - Lenguas,NO TRADUCIDO,USAID LEER Y APRENDER,8
Guatemala,2016,400 - Lenguas,TRADUCIDO,EDITORIAL MAYA' WUJ,1
Guatemala,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ACTIVA EDUCA S.A.,17
Guatemala,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ASOCIACION RAFAEL AYAU,3
Guatemala,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,CENTRO DE ESTUDIOS CONSERVACIONISTAS,5
Guatemala,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL CAZAM AH,3
Guatemala,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,55
Guatemala,2016,500 - Ciencias naturales y matemáticas,TRADUCIDO,INSTITUTO DE NUTRICION DE CENTROAMERICA Y PANAMA,1
Guatemala,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ASOCIACION RAFAEL AYAU,5
Guatemala,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"CONCUA CARRILLO, DAVID ALEXANDER",8
Guatemala,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL UNIVERSITARIA -UNIVERSIDAD DE SAN CARLOS DE GUATEMALA,4
Guatemala,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"PROYECTOS DE EDUCACION DE INFORMATICA, S.A.",17
Guatemala,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,UNIVERSIDAD DE SAN CARLOS DE GUATEMALA/CENTRO UNIVERSITARIO DE PETEN,3
Guatemala,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"CALDERON PINZON, MARIO RICARDO",8
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"ARATHOON, LORENA",1
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"DE SOLARES, DIANA",1
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"INDUSTRIA EDITORIAL GUATEMALTECA, S. A.",3
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"PORTILLO RODAS, RAMIRO ARTURO",2
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,PRODUCCIONES EDUCATIVAS GUATEMALTECAS,6
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,FUNDACION PAIZ PARA LA EDUCACION Y LA CULTURA,1
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,INDEPENDIENTE EDITORIAL DIGITAL,1
Guatemala,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"SERVIPRENSA, S.A.",1
Guatemala,2016,800 - Literatura y retórica,NO TRADUCIDO,ACTIVA EDUCA S.A.,21
Guatemala,2016,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL CAZAM AH,11
Guatemala,2016,800 - Literatura y retórica,NO TRADUCIDO,GARE DE CREACION,7
Guatemala,2016,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,33
Guatemala,2016,800 - Literatura y retórica,NO TRADUCIDO,"SERVIPRENSA, S.A.",19
Guatemala,2016,800 - Literatura y retórica,TRADUCIDO,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,1
Guatemala,2016,800 - Literatura y retórica,TRADUCIDO,GARE DE CREACION,4
Guatemala,2016,800 - Literatura y retórica,TRADUCIDO,"GRUPO AMANUENSE, S.A.",7
Guatemala,2016,800 - Literatura y retórica,TRADUCIDO,"RALON CARRANZA, SERGIO LEONEL",2
Guatemala,2016,800 - Literatura y retórica,TRADUCIDO,"SOPHOS, S.A.",2
