PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,EDITORIAL,CANTIDAD
Venezuela,2022,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,1
Venezuela,2023,0 - Generalidades,EDITORIAL COMERCIAL,ATHENAS EDICIONES,1
Venezuela,2023,0 - Generalidades,EDITORIAL COMERCIAL,"CASA EDITORIAL PANHOUSE, C.A.",1
Venezuela,2023,0 - Generalidades,EDITORIAL COMERCIAL,EDICIONES CLIO,1
Venezuela,2023,0 - Generalidades,EDITORIAL COMERCIAL,"EDITORIAL ARTE PROFESIONAL, C.A.",2
Venezuela,2023,200 - Religión,EDITORIAL COMERCIAL,"EDICIONES KITZALET, C. A.",1
Venezuela,2023,300 - Ciencias sociales,EDITORIAL COMERCIAL,"CASA EDITORIAL PANHOUSE, C.A.",2
Venezuela,2023,300 - Ciencias sociales,EDITORIAL COMERCIAL,CYNGULAR ASESORIA - EDITORIAL DAHBAR,2
Venezuela,2023,300 - Ciencias sociales,EDITORIAL COMERCIAL,EDITORIAL LABORATORIO EDUCATIVO,1
Venezuela,2023,300 - Ciencias sociales,EDITORIAL COMERCIAL,"OLIVO MATA, ROLANDO JOSE",1
Venezuela,2023,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,1
Venezuela,2023,800 - Literatura y retórica,EDITORIAL COMERCIAL,BISARA LIBRERIA DIGITAL,8
Venezuela,2023,800 - Literatura y retórica,EDITORIAL COMERCIAL,"EDITORIAL ARTE PROFESIONAL, C.A.",2
Venezuela,2023,800 - Literatura y retórica,EDITORIAL COMERCIAL,"OLIVO MATA, ROLANDO JOSE",63
Venezuela,2024,0 - Generalidades,EDITORIAL COMERCIAL,"CASA EDITORIAL PANHOUSE, C.A.",13
Venezuela,2024,0 - Generalidades,EDITORIAL COMERCIAL,"EDITORIAL NARANJA INTERNACIONAL, C.A",1
Venezuela,2024,0 - Generalidades,EDITORIAL COMERCIAL,"EDITORIAL TRINCHERA, C.A.",1
Venezuela,2024,0 - Generalidades,EDITORIAL COMERCIAL,EDITORIAL Y DISTRIBUIDOR NARANJA INTERNATIONAL,4
Venezuela,2024,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,1
Venezuela,2024,100 - Filosofía y psicología,EDITORIAL COMERCIAL,"CASA EDITORIAL PANHOUSE, C.A.",1
Venezuela,2024,200 - Religión,EDITORIAL COMERCIAL,EDITORIAL FRANQUET C.A.,2
Venezuela,2024,300 - Ciencias sociales,EDITORIAL COMERCIAL,CYNGULAR ASESORIA - EDITORIAL DAHBAR,1
Venezuela,2024,300 - Ciencias sociales,EDITORIAL COMERCIAL,"EDITORIAL ARTE PROFESIONAL, C.A.",2
Venezuela,2024,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD POLITECNICA TERRITORIAL DE FALCON ALONSO GAMERO,1
Venezuela,2024,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ATHENAS EDICIONES,1
Venezuela,2024,800 - Literatura y retórica,EDITORIAL COMERCIAL,"EDITORIAL ARTE PROFESIONAL, C.A.",2
Venezuela,2024,800 - Literatura y retórica,EDITORIAL COMERCIAL,"OLIVO MATA, ROLANDO JOSE",7
Venezuela,2024,800 - Literatura y retórica,EDITORIAL COMERCIAL,"UNILIBRO EDICIONES, C.A.",3
Venezuela,2024,900 - Geografía e historia,EDITORIAL COMERCIAL,"CASA EDITORIAL PANHOUSE, C.A.",1
Venezuela,2025,0 - Generalidades,EDITORIAL COMERCIAL,"CASA EDITORIAL PANHOUSE, C.A.",5
Venezuela,2025,0 - Generalidades,EDITORIAL COMERCIAL,EDICIONES CLIO,6
Venezuela,2025,0 - Generalidades,EDITORIAL COMERCIAL,"EDITORIAL ARTE PROFESIONAL, C.A.",1
Venezuela,2025,0 - Generalidades,EDITORIAL COMERCIAL,EDITORIAL Y DISTRIBUIDOR NARANJA INTERNATIONAL,1
Venezuela,2025,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD POLITECNICA TERRITORIAL DE FALCON ALONSO GAMERO,1
Venezuela,2025,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,EDICIONES IEMV,3
Venezuela,2025,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,1
Venezuela,2025,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE CARABOBO,1
Venezuela,2025,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,EDICIONES IEMV,1
Venezuela,2025,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ASOCIACION CIVIL EDITORIAL RESCATE SIGLO XX,1
Venezuela,2025,800 - Literatura y retórica,EDITORIAL COMERCIAL,ASOCIACION CIVIL EDITORIAL RESCATE SIGLO XX,2
Venezuela,2025,800 - Literatura y retórica,EDITORIAL COMERCIAL,"EDITORIAL ARTE PROFESIONAL, C.A.",1
Venezuela,2025,800 - Literatura y retórica,EDITORIAL COMERCIAL,"LEON BUITRAGO, JOSE JAVIER - EDITOR",1
Venezuela,2025,800 - Literatura y retórica,EDITORIAL COMERCIAL,"OLIVO MATA, ROLANDO JOSE",32
Venezuela,2025,800 - Literatura y retórica,EDITORIAL COMERCIAL,"UNILIBRO EDICIONES, C.A.",2
Argentina,2012,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,40
Argentina,2012,200 - Religión,EDITORIAL COMERCIAL,OTROS,14
Argentina,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,48
Argentina,2012,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,4
Argentina,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,23
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,24
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,186
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,12
Argentina,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,47
Argentina,2013,200 - Religión,EDITORIAL COMERCIAL,OTROS,11
Argentina,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,37
Argentina,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,1
Argentina,2013,400 - Lenguas,EDITORIAL COMERCIAL,OTROS,3
Argentina,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,25
Argentina,2013,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,24
Argentina,2013,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,210
Argentina,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,8
Argentina,2014,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,34
Argentina,2014,200 - Religión,EDITORIAL COMERCIAL,OTROS,26
Argentina,2014,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,33
Argentina,2014,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,1
Argentina,2014,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,30
Argentina,2014,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,17
Argentina,2014,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,212
Argentina,2014,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,12
Argentina,2014,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,21
Argentina,2015,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,48
Argentina,2015,200 - Religión,EDITORIAL COMERCIAL,OTROS,24
Argentina,2015,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,60
Argentina,2015,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,24
Argentina,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,24
Argentina,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,263
Argentina,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,13
Argentina,2016,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,6
Argentina,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,55
Argentina,2016,200 - Religión,EDITORIAL COMERCIAL,OTROS,14
Argentina,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,95
Argentina,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,2
Argentina,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,4
Argentina,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,35
Argentina,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,41
Argentina,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,219
Argentina,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,1
Argentina,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,26
Argentina,2017,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,3
Argentina,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,49
Argentina,2017,200 - Religión,EDITORIAL COMERCIAL,OTROS,10
Argentina,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,121
Argentina,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,3
Argentina,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,27
Argentina,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,19
Argentina,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,233
Argentina,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,33
Argentina,2017,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,7
Argentina,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,174
Argentina,2018,200 - Religión,EDITORIAL COMERCIAL,OTROS,124
Argentina,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,61
Argentina,2018,400 - Lenguas,EDITORIAL COMERCIAL,OTROS,30
Argentina,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,3
Argentina,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,1
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,8
Argentina,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,16
Argentina,2018,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,121
Argentina,2018,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,OTROS,1
Argentina,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,41
Argentina,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,2
Argentina,2019,200 - Religión,EDITORIAL COMERCIAL,OTROS,9
Argentina,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,61
Argentina,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,3
Argentina,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,3
Argentina,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,26
Argentina,2019,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,13
Argentina,2019,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,292
Argentina,2019,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,1
Argentina,2019,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,48
Argentina,2019,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,1
Argentina,2020,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,31
Argentina,2020,200 - Religión,EDITORIAL COMERCIAL,OTROS,7
Argentina,2020,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,48
Argentina,2020,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,12
Argentina,2020,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,6
Argentina,2020,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,180
Argentina,2020,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,11
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,4
Brasil,2010,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,600
Brasil,2010,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2010,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,2
Brasil,2010,200 - Religión,EDITORIAL COMERCIAL,OTROS,193
Brasil,2010,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,286
Brasil,2010,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2010,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,39
Brasil,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,633
Brasil,2010,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,2530
Brasil,2010,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,OTROS,28
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,2575
Brasil,2011,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,17
Brasil,2011,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,15
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,OTROS,321
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,956
Brasil,2011,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,289
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,2071
Brasil,2011,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,11
Brasil,2011,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,975
Brasil,2011,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,OTROS,7
Brasil,2012,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,1247
Brasil,2012,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2012,200 - Religión,EDITORIAL COMERCIAL,OTROS,282
Brasil,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,521
Brasil,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,35
Brasil,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,1278
Brasil,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,OTROS,3101
Brasil,2012,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,OTROS,37
Brasil,2013,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,469
Brasil,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,455
Brasil,2013,200 - Religión,EDITORIAL COMERCIAL,OTROS,554
Brasil,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,443
Brasil,2013,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,6
Brasil,2013,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,26
Brasil,2013,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,58
Brasil,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,349
Brasil,2013,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,252
Brasil,2013,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,4
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,24
Brasil,2013,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,2886
Brasil,2013,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,4
Brasil,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,987
Brasil,2013,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,5
Brasil,2014,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,1131
Brasil,2014,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,81
Brasil,2014,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,867
Brasil,2014,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,84
Brasil,2014,200 - Religión,EDITORIAL COMERCIAL,OTROS,1224
Brasil,2014,200 - Religión,EDITORIAL UNIVERSITARIA,OTROS,8
Brasil,2014,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,4552
Brasil,2014,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,980
Brasil,2014,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,471
Brasil,2014,400  - Lenguas,EDITORIAL UNIVERSITARIA,OTROS,97
Brasil,2014,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,438
Brasil,2014,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,OTROS,150
Brasil,2014,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,1290
Brasil,2014,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,OTROS,242
Brasil,2014,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,783
Brasil,2014,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,130
Brasil,2014,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,8
Brasil,2014,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,5843
Brasil,2014,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,103
Brasil,2014,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,1795
Brasil,2014,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,171
Brasil,2015,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,1167
Brasil,2015,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,109
Brasil,2015,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,773
Brasil,2015,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,68
Brasil,2015,200 - Religión,EDITORIAL COMERCIAL,OTROS,1455
Brasil,2015,200 - Religión,EDITORIAL UNIVERSITARIA,OTROS,15
Brasil,2015,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,4298
Brasil,2015,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,1016
Brasil,2015,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,374
Brasil,2015,400  - Lenguas,EDITORIAL UNIVERSITARIA,OTROS,105
Brasil,2015,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,399
Brasil,2015,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,OTROS,154
Brasil,2015,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,984
Brasil,2015,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,OTROS,372
Brasil,2015,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,766
Brasil,2015,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,107
Brasil,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,5
Brasil,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,4981
Brasil,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,130
Brasil,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,913
Brasil,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,161
Brasil,2016,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,402
Brasil,2016,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,324
Brasil,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,4
Brasil,2016,200 - Religión,EDITORIAL COMERCIAL,OTROS,616
Brasil,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,385
Brasil,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,8
Brasil,2016,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,60
Brasil,2016,400  - Lenguas,EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,39
Brasil,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,214
Brasil,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,189
Brasil,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,3
Brasil,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,2
Brasil,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,1435
Brasil,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,3
Brasil,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,171
Brasil,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2017,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,392
Brasil,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,338
Brasil,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,3
Brasil,2017,200 - Religión,EDITORIAL COMERCIAL,OTROS,787
Brasil,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,417
Brasil,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,18
Brasil,2017,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,50
Brasil,2017,400  - Lenguas,EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,40
Brasil,2017,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,211
Brasil,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,239
Brasil,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,9
Brasil,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,1526
Brasil,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,8
Brasil,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,244
Brasil,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,5
Brasil,2018,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,315
Brasil,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,429
Brasil,2018,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,7
Brasil,2018,200 - Religión,EDITORIAL COMERCIAL,OTROS,889
Brasil,2018,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,424
Brasil,2018,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,22
Brasil,2018,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,45
Brasil,2018,400  - Lenguas,EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2018,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,32
Brasil,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,209
Brasil,2018,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,OTROS,6
Brasil,2018,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,193
Brasil,2018,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,3
Brasil,2018,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,1534
Brasil,2018,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,6
Brasil,2018,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,200
Brasil,2018,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,2
Brasil,2019,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,607
Brasil,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,OTROS,3
Brasil,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,565
Brasil,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,OTROS,6
Brasil,2019,200 - Religión,EDITORIAL COMERCIAL,OTROS,850
Brasil,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,507
Brasil,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,22
Brasil,2019,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,73
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,45
Brasil,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,265
Brasil,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2019,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,285
Brasil,2019,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,OTROS,6
Brasil,2019,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,1786
Brasil,2019,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,OTROS,4
Brasil,2019,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,222
Brasil,2019,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,OTROS,3
Brasil,2020,0 - Generalidades,EDITORIAL COMERCIAL,OTROS,96
Brasil,2020,100 - Filosofía y psicología,EDITORIAL COMERCIAL,OTROS,164
Brasil,2020,200 - Religión,EDITORIAL COMERCIAL,OTROS,242
Brasil,2020,300 - Ciencias sociales,EDITORIAL COMERCIAL,OTROS,131
Brasil,2020,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,OTROS,1
Brasil,2020,400  - Lenguas,EDITORIAL COMERCIAL,OTROS,13
Brasil,2020,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,OTROS,2
Brasil,2020,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,OTROS,94
Brasil,2020,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,OTROS,40
Brasil,2020,800 - Literatura y retórica,EDITORIAL COMERCIAL,OTROS,551
Brasil,2020,900 - Geografía e historia,EDITORIAL COMERCIAL,OTROS,44
